,,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Identyfikator punktu,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.124871,53.129871,1000163,T,Jednorodzinna,zielone,worek,,,
23.124871,53.129871,1000163,T,Jednorodzinna,zmieszane,120,18014398708576883,4000000BDDF273,4000000BDDF273
23.119667,53.129631,1000164,T,Jednorodzinna,SUCHE,worek,,,
23.119667,53.129631,1000164,T,Jednorodzinna,gabaryty,kontener,,,
23.119667,53.129631,1000164,T,Jednorodzinna,popiół,worek,,,
23.119667,53.129631,1000164,T,Jednorodzinna,szkło,worek,,,
23.119667,53.129631,1000164,T,Jednorodzinna,zielone,worek,,,
23.119667,53.129631,1000164,T,Jednorodzinna,zmieszane,120,18014398708575183,4000000BDDEBCF,4000000BDDEBCF
23.13444,53.134853,1000165,N,Jednorodzinna,zmieszane,120,18014398708596290,4000000BDE3E42,4000000BDE3E42
23.13444,53.134853,1000165,N,Jednorodzinna,zmieszane,770,18014398757504075,4000000EC8844B,4000000EC8844B
23.127636,53.130533,1000166,T,Jednorodzinna,SUCHE,worek,,,
23.127636,53.130533,1000166,T,Jednorodzinna,gabaryty,kontener,,,
23.127636,53.130533,1000166,T,Jednorodzinna,popiół,worek,,,
23.127636,53.130533,1000166,T,Jednorodzinna,szkło,worek,,,
23.127636,53.130533,1000166,T,Jednorodzinna,zielone,worek,,,
23.127636,53.130533,1000166,T,Jednorodzinna,zmieszane,120,18014398708579466,4000000BDDFC8A,4000000BDDFC8A
23.12764,53.130511,1000167,T,Jednorodzinna,SUCHE,worek,,,
23.12764,53.130511,1000167,T,Jednorodzinna,gabaryty,kontener,,,
23.12764,53.130511,1000167,T,Jednorodzinna,popiół,worek,,,
23.12764,53.130511,1000167,T,Jednorodzinna,szkło,worek,,,
23.12764,53.130511,1000167,T,Jednorodzinna,zielone,worek,,,
23.12764,53.130511,1000167,T,Jednorodzinna,zmieszane,120,18014398708604440,4000000BDE5E18,4000000BDE5E18
23.127311,53.131098,1000168,T,Jednorodzinna,SUCHE,worek,,,
23.127311,53.131098,1000168,T,Jednorodzinna,gabaryty,kontener,,,
23.127311,53.131098,1000168,T,Jednorodzinna,popiół,worek,,,
23.127311,53.131098,1000168,T,Jednorodzinna,szkło,worek,,,
23.127311,53.131098,1000168,T,Jednorodzinna,zielone,worek,,,
23.127311,53.131098,1000168,T,Jednorodzinna,zmieszane,120,18014398708574357,4000000BDDE895,4000000BDDE895
23.12752,53.130609,1000169,T,Jednorodzinna,SUCHE,worek,,,
23.12752,53.130609,1000169,T,Jednorodzinna,gabaryty,kontener,,,
23.12752,53.130609,1000169,T,Jednorodzinna,popiół,worek,,,
23.12752,53.130609,1000169,T,Jednorodzinna,szkło,worek,,,
23.12752,53.130609,1000169,T,Jednorodzinna,zielone,worek,,,
23.12752,53.130609,1000169,T,Jednorodzinna,zmieszane,120,18014398708576191,4000000BDDEFBF,4000000BDDEFBF
23.12696,53.130924,1000170,T,Jednorodzinna,SUCHE,worek,,,
23.12696,53.130924,1000170,T,Jednorodzinna,gabaryty,kontener,,,
23.12696,53.130924,1000170,T,Jednorodzinna,popiół,worek,,,
23.12696,53.130924,1000170,T,Jednorodzinna,szkło,worek,,,
23.12696,53.130924,1000170,T,Jednorodzinna,zielone,worek,,,
23.12696,53.130924,1000170,T,Jednorodzinna,zmieszane,120,18014398708575776,4000000BDDEE20,4000000BDDEE20
23.125302,53.131889,1000171,T,Jednorodzinna,SUCHE,worek,,,
23.125302,53.131889,1000171,T,Jednorodzinna,gabaryty,kontener,,,
23.125302,53.131889,1000171,T,Jednorodzinna,popiół,worek,,,
23.125302,53.131889,1000171,T,Jednorodzinna,szkło,worek,,,
23.125302,53.131889,1000171,T,Jednorodzinna,zielone,worek,,,
23.125302,53.131889,1000171,T,Jednorodzinna,zmieszane,120,18014398708575311,4000000BDDEC4F,4000000BDDEC4F
23.126738,53.13108,1000172,T,Jednorodzinna,SUCHE,worek,,,
23.126738,53.13108,1000172,T,Jednorodzinna,gabaryty,kontener,,,
23.126738,53.13108,1000172,T,Jednorodzinna,popiół,worek,,,
23.126738,53.13108,1000172,T,Jednorodzinna,szkło,worek,,,
23.126738,53.13108,1000172,T,Jednorodzinna,zielone,worek,,,
23.126738,53.13108,1000172,T,Jednorodzinna,zmieszane,120,18014398708575736,4000000BDDEDF8,4000000BDDEDF8
23.124387,53.13248,1000173,T,Jednorodzinna,SUCHE,worek,,,
23.124387,53.13248,1000173,T,Jednorodzinna,gabaryty,kontener,,,
23.124387,53.13248,1000173,T,Jednorodzinna,popiół,worek,,,
23.124387,53.13248,1000173,T,Jednorodzinna,szkło,worek,,,
23.124387,53.13248,1000173,T,Jednorodzinna,zielone,worek,,,
23.124387,53.13248,1000173,T,Jednorodzinna,zmieszane,120,18014398708580597,4000000BDE00F5,4000000BDE00F5
23.126058,53.131498,1000174,T,Jednorodzinna,SUCHE,worek,,,
23.126058,53.131498,1000174,T,Jednorodzinna,gabaryty,kontener,,,
23.126058,53.131498,1000174,T,Jednorodzinna,popiół,worek,,,
23.126058,53.131498,1000174,T,Jednorodzinna,szkło,worek,,,
23.126058,53.131498,1000174,T,Jednorodzinna,zielone,worek,,,
23.126058,53.131498,1000174,T,Jednorodzinna,zmieszane,240,18014398708575222,4000000BDDEBF6,4000000BDDEBF6
23.126058,53.131498,1000175,T,Jednorodzinna,SUCHE,worek,,,
23.126058,53.131498,1000175,T,Jednorodzinna,gabaryty,kontener,,,
23.126058,53.131498,1000175,T,Jednorodzinna,popiół,worek,,,
23.126058,53.131498,1000175,T,Jednorodzinna,szkło,worek,,,
23.126058,53.131498,1000175,T,Jednorodzinna,zielone,worek,,,
23.126058,53.131498,1000175,T,Jednorodzinna,zmieszane,120,18014398708576620,4000000BDDF16C,4000000BDDF16C
23.123836,53.132844,1000176,T,Jednorodzinna,SUCHE,worek,,,
23.123836,53.132844,1000176,T,Jednorodzinna,gabaryty,kontener,,,
23.123836,53.132844,1000176,T,Jednorodzinna,popiół,worek,,,
23.123836,53.132844,1000176,T,Jednorodzinna,szkło,worek,,,
23.123836,53.132844,1000176,T,Jednorodzinna,zielone,worek,,,
23.123836,53.132844,1000176,T,Jednorodzinna,zmieszane,120,18014398708581996,4000000BDE066C,4000000BDE066C
23.125724,53.131693,1000177,T,Jednorodzinna,SUCHE,worek,,,
23.125724,53.131693,1000177,T,Jednorodzinna,gabaryty,kontener,,,
23.125724,53.131693,1000177,T,Jednorodzinna,popiół,worek,,,
23.125724,53.131693,1000177,T,Jednorodzinna,szkło,worek,,,
23.125724,53.131693,1000177,T,Jednorodzinna,zielone,worek,,,
23.125724,53.131693,1000177,T,Jednorodzinna,zmieszane,120,18014398708581805,4000000BDE05AD,4000000BDE05AD
23.125724,53.131693,1000177,T,Jednorodzinna,zmieszane,120,18014398708599065,4000000BDE4919,4000000BDE4919
23.123542,53.133076,1000178,T,Jednorodzinna,SUCHE,worek,,,
23.123542,53.133076,1000178,T,Jednorodzinna,gabaryty,kontener,,,
23.123542,53.133076,1000178,T,Jednorodzinna,popiół,worek,,,
23.123542,53.133076,1000178,T,Jednorodzinna,szkło,worek,,,
23.123542,53.133076,1000178,T,Jednorodzinna,zielone,worek,,,
23.123542,53.133076,1000178,T,Jednorodzinna,zmieszane,120,18014398708575048,4000000BDDEB48,4000000BDDEB48
23.125538,53.131764,1000179,T,Jednorodzinna,SUCHE,worek,,,
23.125538,53.131764,1000179,T,Jednorodzinna,gabaryty,kontener,,,
23.125538,53.131764,1000179,T,Jednorodzinna,popiół,worek,,,
23.125538,53.131764,1000179,T,Jednorodzinna,szkło,worek,,,
23.125538,53.131764,1000179,T,Jednorodzinna,zielone,worek,,,
23.125538,53.131764,1000179,T,Jednorodzinna,zmieszane,240,18014398708581488,4000000BDE0470,4000000BDE0470
23.125373,53.131942,1000180,T,Jednorodzinna,SUCHE,worek,,,
23.125373,53.131942,1000180,T,Jednorodzinna,gabaryty,kontener,,,
23.125373,53.131942,1000180,T,Jednorodzinna,popiół,worek,,,
23.125373,53.131942,1000180,T,Jednorodzinna,szkło,worek,,,
23.125373,53.131942,1000180,T,Jednorodzinna,zielone,worek,,,
23.125373,53.131942,1000180,T,Jednorodzinna,zmieszane,240,18014398708574837,4000000BDDEA75,4000000BDDEA75
23.123253,53.133147,1000181,T,Jednorodzinna,SUCHE,worek,,,
23.123253,53.133147,1000181,T,Jednorodzinna,gabaryty,kontener,,,
23.123253,53.133147,1000181,T,Jednorodzinna,popiół,worek,,,
23.123253,53.133147,1000181,T,Jednorodzinna,szkło,worek,,,
23.123253,53.133147,1000181,T,Jednorodzinna,zielone,worek,,,
23.123253,53.133147,1000181,T,Jednorodzinna,zmieszane,120,18014398708582052,4000000BDE06A4,4000000BDE06A4
23.12488,53.132187,1000182,T,Jednorodzinna,SUCHE,worek,,,
23.12488,53.132187,1000182,T,Jednorodzinna,gabaryty,kontener,,,
23.12488,53.132187,1000182,T,Jednorodzinna,popiół,worek,,,
23.12488,53.132187,1000182,T,Jednorodzinna,szkło,worek,,,
23.12488,53.132187,1000182,T,Jednorodzinna,zielone,worek,,,
23.12488,53.132187,1000182,T,Jednorodzinna,zmieszane,120,18014398708599069,4000000BDE491D,4000000BDE491D
23.125076,53.132093,1000183,N,Jednorodzinna,zmieszane,240,18014398708583262,4000000BDE0B5E,4000000BDE0B5E
23.122813,53.133364,1000184,T,Jednorodzinna,SUCHE,worek,,,
23.122813,53.133364,1000184,T,Jednorodzinna,gabaryty,kontener,,,
23.122813,53.133364,1000184,T,Jednorodzinna,popiół,worek,,,
23.122813,53.133364,1000184,T,Jednorodzinna,szkło,worek,,,
23.122813,53.133364,1000184,T,Jednorodzinna,zielone,worek,,,
23.122813,53.133364,1000184,T,Jednorodzinna,zmieszane,120,18014398708579820,4000000BDDFDEC,4000000BDDFDEC
23.122813,53.133364,1000186,T,Jednorodzinna,SUCHE,worek,,,
23.122813,53.133364,1000186,T,Jednorodzinna,gabaryty,kontener,,,
23.122813,53.133364,1000186,T,Jednorodzinna,popiół,worek,,,
23.122813,53.133364,1000186,T,Jednorodzinna,szkło,worek,,,
23.122813,53.133364,1000186,T,Jednorodzinna,zielone,worek,,,
23.122813,53.133364,1000186,T,Jednorodzinna,zmieszane,120,18014398708580024,4000000BDDFEB8,4000000BDDFEB8
23.122453,53.133578,1000187,T,Jednorodzinna,SUCHE,worek,,,
23.122453,53.133578,1000187,T,Jednorodzinna,gabaryty,kontener,,,
23.122453,53.133578,1000187,T,Jednorodzinna,popiół,worek,,,
23.122453,53.133578,1000187,T,Jednorodzinna,szkło,worek,,,
23.122453,53.133578,1000187,T,Jednorodzinna,zielone,worek,,,
23.122453,53.133578,1000187,T,Jednorodzinna,zmieszane,120,18014398708583111,4000000BDE0AC7,4000000BDE0AC7
23.122453,53.133578,1000188,T,Jednorodzinna,SUCHE,worek,,,
23.122453,53.133578,1000188,T,Jednorodzinna,gabaryty,kontener,,,
23.122453,53.133578,1000188,T,Jednorodzinna,popiół,worek,,,
23.122453,53.133578,1000188,T,Jednorodzinna,szkło,worek,,,
23.122453,53.133578,1000188,T,Jednorodzinna,zielone,worek,,,
23.122453,53.133578,1000188,T,Jednorodzinna,zmieszane,120,18014398708576472,4000000BDDF0D8,4000000BDDF0D8
23.121427,53.134329,1000189,T,Jednorodzinna,SUCHE,worek,,,
23.121427,53.134329,1000189,T,Jednorodzinna,gabaryty,kontener,,,
23.121427,53.134329,1000189,T,Jednorodzinna,popiół,worek,,,
23.121427,53.134329,1000189,T,Jednorodzinna,szkło,worek,,,
23.121427,53.134329,1000189,T,Jednorodzinna,zielone,worek,,,
23.121427,53.134329,1000189,T,Jednorodzinna,zmieszane,240,18014398708580502,4000000BDE0096,4000000BDE0096
23.122307,53.133778,1000190,T,Jednorodzinna,SUCHE,worek,,,
23.122307,53.133778,1000190,T,Jednorodzinna,gabaryty,kontener,,,
23.122307,53.133778,1000190,T,Jednorodzinna,popiół,worek,,,
23.122307,53.133778,1000190,T,Jednorodzinna,szkło,worek,,,
23.122307,53.133778,1000190,T,Jednorodzinna,zielone,worek,,,
23.122307,53.133778,1000190,T,Jednorodzinna,zmieszane,120,18014398708575047,4000000BDDEB47,4000000BDDEB47
23.121427,53.134329,1000191,T,Jednorodzinna,SUCHE,worek,,,
23.121427,53.134329,1000191,T,Jednorodzinna,popiół,worek,,,
23.121427,53.134329,1000191,T,Jednorodzinna,szkło,worek,,,
23.121427,53.134329,1000191,T,Jednorodzinna,zielone,worek,,,
23.121427,53.134329,1000191,T,Jednorodzinna,zmieszane,1100,18014398708578868,4000000BDDFA34,4000000BDDFA34
23.121427,53.134329,1000192,T,Jednorodzinna,SUCHE,worek,,,
23.121427,53.134329,1000192,T,Jednorodzinna,gabaryty,kontener,,,
23.121427,53.134329,1000192,T,Jednorodzinna,popiół,worek,,,
23.121427,53.134329,1000192,T,Jednorodzinna,szkło,worek,,,
23.121427,53.134329,1000192,T,Jednorodzinna,zielone,worek,,,
23.121427,53.134329,1000192,T,Jednorodzinna,zmieszane,240,18014398708580088,4000000BDDFEF8,4000000BDDFEF8
23.121258,53.134471,1000193,T,Jednorodzinna,SUCHE,worek,,,
23.121258,53.134471,1000193,T,Jednorodzinna,gabaryty,kontener,,,
23.121258,53.134471,1000193,T,Jednorodzinna,popiół,worek,,,
23.121258,53.134471,1000193,T,Jednorodzinna,szkło,worek,,,
23.121258,53.134471,1000193,T,Jednorodzinna,zielone,worek,,,
23.121258,53.134471,1000193,T,Jednorodzinna,zmieszane,120,18014398708579773,4000000BDDFDBD,4000000BDDFDBD
23.121178,53.134511,1000194,T,Jednorodzinna,SUCHE,worek,,,
23.121178,53.134511,1000194,T,Jednorodzinna,gabaryty,kontener,,,
23.121178,53.134511,1000194,T,Jednorodzinna,popiół,worek,,,
23.121178,53.134511,1000194,T,Jednorodzinna,szkło,worek,,,
23.121178,53.134511,1000194,T,Jednorodzinna,zielone,worek,,,
23.121178,53.134511,1000194,T,Jednorodzinna,zmieszane,240,18014398708574826,4000000BDDEA6A,4000000BDDEA6A
23.121796,53.133844,1000195,T,Jednorodzinna,SUCHE,worek,,,
23.121796,53.133844,1000195,T,Jednorodzinna,gabaryty,kontener,,,
23.121796,53.133844,1000195,T,Jednorodzinna,popiół,worek,,,
23.121796,53.133844,1000195,T,Jednorodzinna,szkło,worek,,,
23.121796,53.133844,1000195,T,Jednorodzinna,zielone,worek,,,
23.121796,53.133844,1000195,T,Jednorodzinna,zmieszane,240,18014398708582034,4000000BDE0692,4000000BDE0692
23.127182,53.130809,1000196,T,Jednorodzinna,SUCHE,worek,,,
23.127182,53.130809,1000196,T,Jednorodzinna,gabaryty,kontener,,,
23.127182,53.130809,1000196,T,Jednorodzinna,popiół,worek,,,
23.127182,53.130809,1000196,T,Jednorodzinna,szkło,worek,,,
23.127182,53.130809,1000196,T,Jednorodzinna,zielone,worek,,,
23.127182,53.130809,1000196,T,Jednorodzinna,zmieszane,120,18014398708575556,4000000BDDED44,4000000BDDED44
23.125391,53.131853,1000197,T,Jednorodzinna,SUCHE,worek,,,
23.125391,53.131853,1000197,T,Jednorodzinna,gabaryty,kontener,,,
23.125391,53.131853,1000197,T,Jednorodzinna,popiół,worek,,,
23.125391,53.131853,1000197,T,Jednorodzinna,szkło,worek,,,
23.125391,53.131853,1000197,T,Jednorodzinna,zielone,worek,,,
23.125391,53.131853,1000197,T,Jednorodzinna,zmieszane,120,18014398708574036,4000000BDDE754,4000000BDDE754
23.123364,53.133067,1000198,T,Jednorodzinna,SUCHE,worek,,,
23.123364,53.133067,1000198,T,Jednorodzinna,gabaryty,kontener,,,
23.123364,53.133067,1000198,T,Jednorodzinna,popiół,worek,,,
23.123364,53.133067,1000198,T,Jednorodzinna,szkło,worek,,,
23.123364,53.133067,1000198,T,Jednorodzinna,zielone,worek,,,
23.123364,53.133067,1000198,T,Jednorodzinna,zmieszane,120,18014398708575432,4000000BDDECC8,4000000BDDECC8
23.122813,53.133364,1000199,T,Jednorodzinna,SUCHE,worek,,,
23.122813,53.133364,1000199,T,Jednorodzinna,gabaryty,kontener,,,
23.122813,53.133364,1000199,T,Jednorodzinna,popiół,worek,,,
23.122813,53.133364,1000199,T,Jednorodzinna,szkło,worek,,,
23.122813,53.133364,1000199,T,Jednorodzinna,zielone,worek,,,
23.122813,53.133364,1000199,T,Jednorodzinna,zmieszane,120,18014398708575364,4000000BDDEC84,4000000BDDEC84
23.124813,53.132342,1000200,T,Jednorodzinna,SUCHE,worek,,,
23.124813,53.132342,1000200,T,Jednorodzinna,gabaryty,kontener,,,
23.124813,53.132342,1000200,T,Jednorodzinna,popiół,worek,,,
23.124813,53.132342,1000200,T,Jednorodzinna,szkło,worek,,,
23.124813,53.132342,1000200,T,Jednorodzinna,zielone,worek,,,
23.124813,53.132342,1000200,T,Jednorodzinna,zmieszane,120,18014398708580000,4000000BDDFEA0,4000000BDDFEA0
23.124387,53.13248,1000201,T,Jednorodzinna,SUCHE,worek,,,
23.124387,53.13248,1000201,T,Jednorodzinna,gabaryty,kontener,,,
23.124387,53.13248,1000201,T,Jednorodzinna,popiół,worek,,,
23.124387,53.13248,1000201,T,Jednorodzinna,szkło,worek,,,
23.124387,53.13248,1000201,T,Jednorodzinna,zielone,worek,,,
23.124387,53.13248,1000201,T,Jednorodzinna,zmieszane,120,18014398708575771,4000000BDDEE1B,4000000BDDEE1B
23.121796,53.133844,1000202,T,Jednorodzinna,SUCHE,worek,,,
23.121796,53.133844,1000202,T,Jednorodzinna,gabaryty,kontener,,,
23.121796,53.133844,1000202,T,Jednorodzinna,popiół,worek,,,
23.121796,53.133844,1000202,T,Jednorodzinna,szkło,worek,,,
23.121796,53.133844,1000202,T,Jednorodzinna,zielone,worek,,,
23.121796,53.133844,1000202,T,Jednorodzinna,zmieszane,240,18014398708579405,4000000BDDFC4D,4000000BDDFC4D
23.124813,53.132342,1000205,T,Jednorodzinna,SUCHE,worek,,,
23.124813,53.132342,1000205,T,Jednorodzinna,gabaryty,kontener,,,
23.124813,53.132342,1000205,T,Jednorodzinna,popiół,worek,,,
23.124813,53.132342,1000205,T,Jednorodzinna,szkło,worek,,,
23.124813,53.132342,1000205,T,Jednorodzinna,zielone,worek,,,
23.124813,53.132342,1000205,T,Jednorodzinna,zmieszane,120,18014398708581378,4000000BDE0402,4000000BDE0402
23.124973,53.132476,1000206,T,Jednorodzinna,SUCHE,worek,,,
23.124973,53.132476,1000206,T,Jednorodzinna,gabaryty,kontener,,,
23.124973,53.132476,1000206,T,Jednorodzinna,popiół,worek,,,
23.124973,53.132476,1000206,T,Jednorodzinna,szkło,worek,,,
23.124973,53.132476,1000206,T,Jednorodzinna,zielone,worek,,,
23.124973,53.132476,1000206,T,Jednorodzinna,zmieszane,120,18014398708578516,4000000BDDF8D4,4000000BDDF8D4
23.125396,53.132724,1000207,T,Jednorodzinna,SUCHE,worek,,,
23.125396,53.132724,1000207,T,Jednorodzinna,gabaryty,kontener,,,
23.125396,53.132724,1000207,T,Jednorodzinna,popiół,worek,,,
23.125396,53.132724,1000207,T,Jednorodzinna,szkło,worek,,,
23.125396,53.132724,1000207,T,Jednorodzinna,zielone,worek,,,
23.125396,53.132724,1000207,T,Jednorodzinna,zmieszane,120,18014398708581656,4000000BDE0518,4000000BDE0518
23.125609,53.132858,1000208,T,Jednorodzinna,SUCHE,worek,,,
23.125609,53.132858,1000208,T,Jednorodzinna,gabaryty,kontener,,,
23.125609,53.132858,1000208,T,Jednorodzinna,popiół,worek,,,
23.125609,53.132858,1000208,T,Jednorodzinna,szkło,worek,,,
23.125609,53.132858,1000208,T,Jednorodzinna,zielone,worek,,,
23.125609,53.132858,1000208,T,Jednorodzinna,zmieszane,120,18014398708581680,4000000BDE0530,4000000BDE0530
23.126476,53.132,1000209,T,Jednorodzinna,SUCHE,worek,,,
23.126476,53.132,1000209,T,Jednorodzinna,gabaryty,kontener,,,
23.126476,53.132,1000209,T,Jednorodzinna,popiół,worek,,,
23.126476,53.132,1000209,T,Jednorodzinna,szkło,worek,,,
23.126476,53.132,1000209,T,Jednorodzinna,zielone,worek,,,
23.126476,53.132,1000209,T,Jednorodzinna,zmieszane,120,18014398708607695,4000000BDE6ACF,4000000BDE6ACF
23.125524,53.132804,1000210,T,Jednorodzinna,SUCHE,worek,,,
23.125524,53.132804,1000210,T,Jednorodzinna,gabaryty,kontener,,,
23.125524,53.132804,1000210,T,Jednorodzinna,popiół,worek,,,
23.125524,53.132804,1000210,T,Jednorodzinna,szkło,worek,,,
23.125524,53.132804,1000210,T,Jednorodzinna,zielone,worek,,,
23.125524,53.132804,1000210,T,Jednorodzinna,zmieszane,120,18014398708595804,4000000BDE3C5C,4000000BDE3C5C
23.125524,53.132804,1000211,T,Jednorodzinna,SUCHE,worek,,,
23.125524,53.132804,1000211,T,Jednorodzinna,gabaryty,kontener,,,
23.125524,53.132804,1000211,T,Jednorodzinna,popiół,worek,,,
23.125524,53.132804,1000211,T,Jednorodzinna,szkło,worek,,,
23.125524,53.132804,1000211,T,Jednorodzinna,zielone,worek,,,
23.125524,53.132804,1000211,T,Jednorodzinna,zmieszane,120,18014398708607738,4000000BDE6AFA,4000000BDE6AFA
23.086342,53.127738,1000212,T,Jednorodzinna,SUCHE,worek,,,
23.086342,53.127738,1000212,T,Jednorodzinna,gabaryty,kontener,,,
23.086342,53.127738,1000212,T,Jednorodzinna,popiół,worek,,,
23.086342,53.127738,1000212,T,Jednorodzinna,szkło,worek,,,
23.086342,53.127738,1000212,T,Jednorodzinna,zielone,worek,,,
23.086342,53.127738,1000212,T,Jednorodzinna,zmieszane,120,18014398757504222,4000000EC884DE,4000000EC884DE
23.087804,53.124987,1000213,T,Jednorodzinna,SUCHE,worek,,,
23.087804,53.124987,1000213,T,Jednorodzinna,gabaryty,kontener,,,
23.087804,53.124987,1000213,T,Jednorodzinna,popiół,worek,,,
23.087804,53.124987,1000213,T,Jednorodzinna,szkło,worek,,,
23.087804,53.124987,1000213,T,Jednorodzinna,zielone,worek,,,
23.087804,53.124987,1000213,T,Jednorodzinna,zmieszane,240,18014398708593630,4000000BDE33DE,4000000BDE33DE
23.087573,53.125267,1000214,T,Jednorodzinna,SUCHE,worek,,,
23.087573,53.125267,1000214,T,Jednorodzinna,gabaryty,kontener,,,
23.087573,53.125267,1000214,T,Jednorodzinna,popiół,worek,,,
23.087573,53.125267,1000214,T,Jednorodzinna,szkło,worek,,,
23.087573,53.125267,1000214,T,Jednorodzinna,zielone,worek,,,
23.087573,53.125267,1000214,T,Jednorodzinna,zmieszane,120,18014398708580529,4000000BDE00B1,4000000BDE00B1
23.087804,53.124987,1000215,T,Jednorodzinna,SUCHE,worek,,,
23.087804,53.124987,1000215,T,Jednorodzinna,gabaryty,kontener,,,
23.087804,53.124987,1000215,T,Jednorodzinna,popiół,worek,,,
23.087804,53.124987,1000215,T,Jednorodzinna,szkło,worek,,,
23.087804,53.124987,1000215,T,Jednorodzinna,zielone,worek,,,
23.087804,53.124987,1000215,T,Jednorodzinna,zmieszane,120,18014398708592955,4000000BDE313B,4000000BDE313B
23.087409,53.125564,1000216,T,Jednorodzinna,SUCHE,worek,,,
23.087409,53.125564,1000216,T,Jednorodzinna,gabaryty,kontener,,,
23.087409,53.125564,1000216,T,Jednorodzinna,popiół,worek,,,
23.087409,53.125564,1000216,T,Jednorodzinna,szkło,worek,,,
23.087409,53.125564,1000216,T,Jednorodzinna,zielone,worek,,,
23.087409,53.125564,1000216,T,Jednorodzinna,zmieszane,120,18014398708532660,4000000BDD45B4,4000000BDD45B4
23.086289,53.132058,1000217,T,Jednorodzinna,SUCHE,worek,,,
23.086289,53.132058,1000217,T,Jednorodzinna,gabaryty,kontener,,,
23.086289,53.132058,1000217,T,Jednorodzinna,popiół,worek,,,
23.086289,53.132058,1000217,T,Jednorodzinna,szkło,worek,,,
23.086289,53.132058,1000217,T,Jednorodzinna,zielone,worek,,,
23.086289,53.132058,1000217,T,Jednorodzinna,zmieszane,120,18014398757504261,4000000EC88505,4000000EC88505
23.087284,53.125733,1000218,T,Jednorodzinna,SUCHE,worek,,,
23.087284,53.125733,1000218,T,Jednorodzinna,gabaryty,kontener,,,
23.087284,53.125733,1000218,T,Jednorodzinna,popiół,worek,,,
23.087284,53.125733,1000218,T,Jednorodzinna,szkło,worek,,,
23.087284,53.125733,1000218,T,Jednorodzinna,zielone,worek,,,
23.087284,53.125733,1000218,T,Jednorodzinna,zmieszane,120,18014398708580951,4000000BDE0257,4000000BDE0257
23.086951,53.126133,1000219,T,Jednorodzinna,SUCHE,worek,,,
23.086951,53.126133,1000219,T,Jednorodzinna,gabaryty,kontener,,,
23.086951,53.126133,1000219,T,Jednorodzinna,popiół,worek,,,
23.086951,53.126133,1000219,T,Jednorodzinna,szkło,worek,,,
23.086951,53.126133,1000219,T,Jednorodzinna,zielone,worek,,,
23.086951,53.126133,1000219,T,Jednorodzinna,zmieszane,120,18014398708594435,4000000BDE3703,4000000BDE3703
23.087107,53.125889,1000220,T,Jednorodzinna,SUCHE,worek,,,
23.087107,53.125889,1000220,T,Jednorodzinna,gabaryty,kontener,,,
23.087107,53.125889,1000220,T,Jednorodzinna,popiół,worek,,,
23.087107,53.125889,1000220,T,Jednorodzinna,szkło,worek,,,
23.087107,53.125889,1000220,T,Jednorodzinna,zielone,worek,,,
23.087107,53.125889,1000220,T,Jednorodzinna,zmieszane,120,18014398708593184,4000000BDE3220,4000000BDE3220
23.086964,53.126138,1000221,T,Jednorodzinna,SUCHE,worek,,,
23.086964,53.126138,1000221,T,Jednorodzinna,gabaryty,kontener,,,
23.086964,53.126138,1000221,T,Jednorodzinna,popiół,worek,,,
23.086964,53.126138,1000221,T,Jednorodzinna,szkło,worek,,,
23.086964,53.126138,1000221,T,Jednorodzinna,zielone,worek,,,
23.086964,53.126138,1000221,T,Jednorodzinna,zmieszane,120,18014398708608933,4000000BDE6FA5,4000000BDE6FA5
23.087031,53.126293,1000222,T,Jednorodzinna,SUCHE,worek,,,
23.087031,53.126293,1000222,T,Jednorodzinna,gabaryty,kontener,,,
23.087031,53.126293,1000222,T,Jednorodzinna,popiół,worek,,,
23.087031,53.126293,1000222,T,Jednorodzinna,szkło,worek,,,
23.087031,53.126293,1000222,T,Jednorodzinna,zielone,worek,,,
23.087031,53.126293,1000222,T,Jednorodzinna,zmieszane,120,18014398708580435,4000000BDE0053,4000000BDE0053
23.086724,53.1266,1000223,T,Jednorodzinna,SUCHE,worek,,,
23.086724,53.1266,1000223,T,Jednorodzinna,gabaryty,kontener,,,
23.086724,53.1266,1000223,T,Jednorodzinna,popiół,worek,,,
23.086724,53.1266,1000223,T,Jednorodzinna,szkło,worek,,,
23.086724,53.1266,1000223,T,Jednorodzinna,zielone,worek,,,
23.086724,53.1266,1000223,T,Jednorodzinna,zmieszane,120,18014398708592315,4000000BDE2EBB,4000000BDE2EBB
23.08668,53.126671,1000224,T,Jednorodzinna,SUCHE,worek,,,
23.08668,53.126671,1000224,T,Jednorodzinna,gabaryty,kontener,,,
23.08668,53.126671,1000224,T,Jednorodzinna,popiół,worek,,,
23.08668,53.126671,1000224,T,Jednorodzinna,szkło,worek,,,
23.08668,53.126671,1000224,T,Jednorodzinna,zielone,worek,,,
23.08668,53.126671,1000224,T,Jednorodzinna,zmieszane,120,18014398708608901,4000000BDE6F85,4000000BDE6F85
23.087107,53.125889,1000225,T,Jednorodzinna,SUCHE,worek,,,
23.087107,53.125889,1000225,T,Jednorodzinna,gabaryty,kontener,,,
23.087107,53.125889,1000225,T,Jednorodzinna,popiół,worek,,,
23.087107,53.125889,1000225,T,Jednorodzinna,szkło,worek,,,
