,,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Identyfikator punktu,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.204987,53.088142,1102/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.203996,53.08816,1103/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.203996,53.08816,1103/V,,Odbiorcy indywidualni,popiół,worek,,,
23.203996,53.08816,1103/V,,Odbiorcy indywidualni,szkło,worek,,,
23.203996,53.08816,1103/V,,Odbiorcy indywidualni,zielone,worek,,,
23.203996,53.08816,1103/V,,Odbiorcy indywidualni,zmieszane,240,18014398707366994,4000000BCB7C52,4000000BCB7C52
23.203996,53.08816,1103/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.203413,53.088156,1104/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.203413,53.088156,1104/V,,Odbiorcy indywidualni,popiół,worek,,,
23.203413,53.088156,1104/V,,Odbiorcy indywidualni,szkło,worek,,,
23.203413,53.088156,1104/V,,Odbiorcy indywidualni,zielone,worek,,,
23.203413,53.088156,1104/V,,Odbiorcy indywidualni,zmieszane,240,18014398707344636,4000000BCB24FC,4000000BCB24FC
23.203413,53.088156,1104/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.207853,53.088107,1105/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.207853,53.088107,1105/V,,Odbiorcy indywidualni,popiół,worek,,,
23.207853,53.088107,1105/V,,Odbiorcy indywidualni,szkło,worek,,,
23.207853,53.088107,1105/V,,Odbiorcy indywidualni,zielone,worek,,,
23.207853,53.088107,1105/V,,Odbiorcy indywidualni,zmieszane,120,18014398706756972,4000000BC22D6C,4000000BC22D6C
23.207853,53.088107,1105/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.20756,53.088111,1106/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.20756,53.088111,1106/V,,Odbiorcy indywidualni,popiół,worek,,,
23.20756,53.088111,1106/V,,Odbiorcy indywidualni,szkło,worek,,,
23.20756,53.088111,1106/V,,Odbiorcy indywidualni,zielone,worek,,,
23.20756,53.088111,1106/V,,Odbiorcy indywidualni,zmieszane,120,18014398706755023,4000000BC225CF,4000000BC225CF
23.20756,53.088111,1106/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.206862,53.088107,1107/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.206862,53.088107,1107/V,,Odbiorcy indywidualni,popiół,worek,,,
23.206862,53.088107,1107/V,,Odbiorcy indywidualni,szkło,worek,,,
23.206862,53.088107,1107/V,,Odbiorcy indywidualni,zielone,worek,,,
23.206862,53.088107,1107/V,,Odbiorcy indywidualni,zmieszane,120,18014398706753229,4000000BC21ECD,4000000BC21ECD
23.206862,53.088107,1107/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.20588,53.088124,1108/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.20588,53.088124,1108/V,,Odbiorcy indywidualni,popiół,worek,,,
23.20588,53.088124,1108/V,,Odbiorcy indywidualni,szkło,worek,,,
23.20588,53.088124,1108/V,,Odbiorcy indywidualni,zielone,worek,,,
23.20588,53.088124,1108/V,,Odbiorcy indywidualni,zmieszane,120,18014398706754142,4000000BC2225E,4000000BC2225E
23.20588,53.088124,1108/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.206307,53.088124,1109/V,T,Odbiorcy indywidualni,SUCHE,worek,,,
23.206307,53.088124,1109/V,T,Odbiorcy indywidualni,popiół,worek,,,
23.206307,53.088124,1109/V,T,Odbiorcy indywidualni,szkło,worek,,,
23.206307,53.088124,1109/V,T,Odbiorcy indywidualni,zielone,worek,,,
23.206307,53.088124,1109/V,T,Odbiorcy indywidualni,zmieszane,120,18014398706762803,4000000BC24433,4000000BC24433
23.206307,53.088124,1109/V,T,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.206307,53.088124,1110/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.206307,53.088124,1110/V,,Odbiorcy indywidualni,popiół,worek,,,
23.206307,53.088124,1110/V,,Odbiorcy indywidualni,szkło,worek,,,
23.206307,53.088124,1110/V,,Odbiorcy indywidualni,zielone,worek,,,
23.206307,53.088124,1110/V,,Odbiorcy indywidualni,zmieszane,120,18014398706761953,4000000BC240E1,4000000BC240E1
23.206307,53.088124,1110/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.232276,53.0946,1111/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.232276,53.0946,1111/V,,Odbiorcy indywidualni,popiół,worek,,,
23.232276,53.0946,1111/V,,Odbiorcy indywidualni,szkło,worek,,,
23.232276,53.0946,1111/V,,Odbiorcy indywidualni,zielone,worek,,,
23.232276,53.0946,1111/V,,Odbiorcy indywidualni,zmieszane,120,18014398706733476,4000000BC1D1A4,4000000BC1D1A4
23.232276,53.0946,1111/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.232271,53.094253,1112/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.232271,53.094253,1112/V,,Odbiorcy indywidualni,popiół,worek,,,
23.232271,53.094253,1112/V,,Odbiorcy indywidualni,szkło,worek,,,
23.232271,53.094253,1112/V,,Odbiorcy indywidualni,zielone,worek,,,
23.232271,53.094253,1112/V,,Odbiorcy indywidualni,zmieszane,240,18014398706763599,4000000BC2474F,4000000BC2474F
23.232271,53.094253,1112/V,,Odbiorcy indywidualni,zmieszane,120,18014398706735278,4000000BC1D8AE,4000000BC1D8AE
23.232271,53.094253,1112/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.232253,53.093827,1113/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.232253,53.093827,1113/V,,Odbiorcy indywidualni,popiół,worek,,,
23.232253,53.093827,1113/V,,Odbiorcy indywidualni,szkło,worek,,,
23.232253,53.093827,1113/V,,Odbiorcy indywidualni,zielone,worek,,,
23.232253,53.093827,1113/V,,Odbiorcy indywidualni,zmieszane,120,18014398706744878,4000000BC1FE2E,4000000BC1FE2E
23.232253,53.093827,1113/V,,Odbiorcy indywidualni,zmieszane,120,18014398706732394,4000000BC1CD6A,4000000BC1CD6A
23.232253,53.093827,1113/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.232173,53.09332,1114/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.232173,53.09332,1114/V,,Odbiorcy indywidualni,popiół,worek,,,
23.232173,53.09332,1114/V,,Odbiorcy indywidualni,szkło,worek,,,
23.232173,53.09332,1114/V,,Odbiorcy indywidualni,zielone,worek,,,
23.232173,53.09332,1114/V,,Odbiorcy indywidualni,zmieszane,120,18014398706747877,4000000BC209E5,4000000BC209E5
23.232173,53.09332,1114/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.232133,53.093076,1115/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.232133,53.093076,1115/V,,Odbiorcy indywidualni,popiół,worek,,,
23.232133,53.093076,1115/V,,Odbiorcy indywidualni,szkło,worek,,,
23.232133,53.093076,1115/V,,Odbiorcy indywidualni,zielone,worek,,,
23.232133,53.093076,1115/V,,Odbiorcy indywidualni,zmieszane,120,18014398706735621,4000000BC1DA05,4000000BC1DA05
23.232133,53.093076,1115/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.230791,53.092924,1116/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.230791,53.092924,1116/V,,Odbiorcy indywidualni,popiół,worek,,,
23.230791,53.092924,1116/V,,Odbiorcy indywidualni,szkło,worek,,,
23.230791,53.092924,1116/V,,Odbiorcy indywidualni,zielone,worek,,,
23.230791,53.092924,1116/V,,Odbiorcy indywidualni,zmieszane,120,18014398706732409,4000000BC1CD79,4000000BC1CD79
23.230791,53.092924,1116/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.230569,53.092951,1117/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.230569,53.092951,1117/V,,Odbiorcy indywidualni,popiół,worek,,,
23.230569,53.092951,1117/V,,Odbiorcy indywidualni,szkło,worek,,,
23.230569,53.092951,1117/V,,Odbiorcy indywidualni,zielone,worek,,,
23.230569,53.092951,1117/V,,Odbiorcy indywidualni,zmieszane,120,18014398706745223,4000000BC1FF87,4000000BC1FF87
23.230569,53.092951,1117/V,,Odbiorcy indywidualni,zmieszane,240,18014398706748037,4000000BC20A85,4000000BC20A85
23.230569,53.092951,1117/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.230471,53.09216,1118/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.230471,53.09216,1118/V,,Odbiorcy indywidualni,popiół,worek,,,
23.230471,53.09216,1118/V,,Odbiorcy indywidualni,szkło,worek,,,
23.230471,53.09216,1118/V,,Odbiorcy indywidualni,zielone,worek,,,
23.230471,53.09216,1118/V,,Odbiorcy indywidualni,zmieszane,120,18014398706732831,4000000BC1CF1F,4000000BC1CF1F
23.230471,53.09216,1118/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.232284,53.095813,1119/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.232284,53.095813,1119/V,,Odbiorcy indywidualni,popiół,worek,,,
23.232284,53.095813,1119/V,,Odbiorcy indywidualni,szkło,worek,,,
23.232284,53.095813,1119/V,,Odbiorcy indywidualni,zielone,worek,,,
23.232284,53.095813,1119/V,,Odbiorcy indywidualni,zmieszane,120,18014398706743268,4000000BC1F7E4,4000000BC1F7E4
23.232284,53.095813,1119/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.232258,53.095476,1120/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.232258,53.095476,1120/V,,Odbiorcy indywidualni,popiół,worek,,,
23.232258,53.095476,1120/V,,Odbiorcy indywidualni,szkło,worek,,,
23.232258,53.095476,1120/V,,Odbiorcy indywidualni,zielone,worek,,,
23.232258,53.095476,1120/V,,Odbiorcy indywidualni,zmieszane,120,18014398706733767,4000000BC1D2C7,4000000BC1D2C7
23.232258,53.095476,1120/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.206924,53.097551,1121/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.206924,53.097551,1121/V,,Odbiorcy indywidualni,popiół,worek,,,
23.206924,53.097551,1121/V,,Odbiorcy indywidualni,szkło,worek,,,
23.206924,53.097551,1121/V,,Odbiorcy indywidualni,zielone,worek,,,
23.206924,53.097551,1121/V,,Odbiorcy indywidualni,zmieszane,120,18014398706763039,4000000BC2451F,4000000BC2451F
23.206924,53.097551,1121/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.206498,53.09756,1122/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.206498,53.09756,1122/V,,Odbiorcy indywidualni,popiół,worek,,,
23.206498,53.09756,1122/V,,Odbiorcy indywidualni,szkło,worek,,,
23.206498,53.09756,1122/V,,Odbiorcy indywidualni,zielone,worek,,,
23.206498,53.09756,1122/V,,Odbiorcy indywidualni,zmieszane,120,18014398706754387,4000000BC22353,4000000BC22353
23.206498,53.09756,1122/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.206924,53.097551,1123/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.206924,53.097551,1123/V,,Odbiorcy indywidualni,popiół,worek,,,
23.206924,53.097551,1123/V,,Odbiorcy indywidualni,szkło,worek,,,
23.206924,53.097551,1123/V,,Odbiorcy indywidualni,zielone,worek,,,
23.206924,53.097551,1123/V,,Odbiorcy indywidualni,zmieszane,120,18014398706759910,4000000BC238E6,4000000BC238E6
23.206924,53.097551,1123/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.206458,53.08872,1124/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.206458,53.08872,1124/V,,Odbiorcy indywidualni,popiół,worek,,,
23.206458,53.08872,1124/V,,Odbiorcy indywidualni,szkło,worek,,,
23.206458,53.08872,1124/V,,Odbiorcy indywidualni,zielone,worek,,,
23.206458,53.08872,1124/V,,Odbiorcy indywidualni,zmieszane,120,18014398706755134,4000000BC2263E,4000000BC2263E
23.206458,53.08872,1124/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.20588,53.088724,1125/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.20588,53.088724,1125/V,,Odbiorcy indywidualni,popiół,worek,,,
23.20588,53.088724,1125/V,,Odbiorcy indywidualni,szkło,worek,,,
23.20588,53.088724,1125/V,,Odbiorcy indywidualni,zielone,worek,,,
23.20588,53.088724,1125/V,,Odbiorcy indywidualni,zmieszane,120,18014398706752568,4000000BC21C38,4000000BC21C38
23.20588,53.088724,1125/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.20588,53.088724,1126/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.20588,53.088724,1126/V,,Odbiorcy indywidualni,popiół,worek,,,
23.20588,53.088724,1126/V,,Odbiorcy indywidualni,szkło,worek,,,
23.20588,53.088724,1126/V,,Odbiorcy indywidualni,zielone,worek,,,
23.20588,53.088724,1126/V,,Odbiorcy indywidualni,zmieszane,120,18014398706755005,4000000BC225BD,4000000BC225BD
23.20588,53.088724,1126/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.205124,53.08876,1127/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.205124,53.08876,1127/V,,Odbiorcy indywidualni,popiół,worek,,,
23.205124,53.08876,1127/V,,Odbiorcy indywidualni,szkło,worek,,,
23.205124,53.08876,1127/V,,Odbiorcy indywidualni,zielone,worek,,,
23.205124,53.08876,1127/V,,Odbiorcy indywidualni,zmieszane,120,18014398706753784,4000000BC220F8,4000000BC220F8
23.205124,53.08876,1127/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.204591,53.088738,1128/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.204591,53.088738,1128/V,,Odbiorcy indywidualni,popiół,worek,,,
23.204591,53.088738,1128/V,,Odbiorcy indywidualni,szkło,worek,,,
23.204591,53.088738,1128/V,,Odbiorcy indywidualni,zielone,worek,,,
23.204591,53.088738,1128/V,,Odbiorcy indywidualni,zmieszane,120,18014398706761807,4000000BC2404F,4000000BC2404F
23.204591,53.088738,1128/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.208338,53.088698,1129/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.208338,53.088698,1129/V,,Odbiorcy indywidualni,popiół,worek,,,
23.208338,53.088698,1129/V,,Odbiorcy indywidualni,szkło,worek,,,
23.208338,53.088698,1129/V,,Odbiorcy indywidualni,zielone,worek,,,
23.208338,53.088698,1129/V,,Odbiorcy indywidualni,zmieszane,120,18014398706752354,4000000BC21B62,4000000BC21B62
23.208338,53.088698,1129/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.216009,53.073707,1130/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.216009,53.073707,1130/V,,Odbiorcy indywidualni,popiół,worek,,,
23.216009,53.073707,1130/V,,Odbiorcy indywidualni,szkło,worek,,,
23.216009,53.073707,1130/V,,Odbiorcy indywidualni,zielone,worek,,,
23.216009,53.073707,1130/V,,Odbiorcy indywidualni,zmieszane,120,18014398706754886,4000000BC22546,4000000BC22546
23.216009,53.073707,1130/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.215991,53.073693,1131/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.215991,53.073693,1131/V,,Odbiorcy indywidualni,popiół,worek,,,
23.215991,53.073693,1131/V,,Odbiorcy indywidualni,szkło,worek,,,
23.215991,53.073693,1131/V,,Odbiorcy indywidualni,zielone,worek,,,
23.215991,53.073693,1131/V,,Odbiorcy indywidualni,zmieszane,120,18014398706763855,4000000BC2484F,4000000BC2484F
23.215991,53.073693,1131/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.212338,53.073498,1132/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.212338,53.073498,1132/V,,Odbiorcy indywidualni,popiół,worek,,,
23.212338,53.073498,1132/V,,Odbiorcy indywidualni,szkło,worek,,,
23.212338,53.073498,1132/V,,Odbiorcy indywidualni,zielone,worek,,,
23.212338,53.073498,1132/V,,Odbiorcy indywidualni,zmieszane,240,18014398706757698,4000000BC23042,4000000BC23042
23.212338,53.073498,1132/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.194227,53.111698,1143/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.194227,53.111698,1143/V,,Odbiorcy indywidualni,popiół,worek,,,
23.194227,53.111698,1143/V,,Odbiorcy indywidualni,szkło,worek,,,
23.194227,53.111698,1143/V,,Odbiorcy indywidualni,zielone,worek,,,
23.194227,53.111698,1143/V,,Odbiorcy indywidualni,zmieszane,120,18014398706762499,4000000BC24303,4000000BC24303
23.194227,53.111698,1143/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.194484,53.111658,1144/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.194484,53.111658,1144/V,,Odbiorcy indywidualni,popiół,worek,,,
23.194484,53.111658,1144/V,,Odbiorcy indywidualni,szkło,worek,,,
23.194484,53.111658,1144/V,,Odbiorcy indywidualni,zielone,worek,,,
23.194484,53.111658,1144/V,,Odbiorcy indywidualni,zmieszane,120,18014398706754823,4000000BC22507,4000000BC22507
23.194484,53.111658,1144/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.194831,53.111591,1145/V,T,Odbiorcy indywidualni,SUCHE,worek,,,
23.194831,53.111591,1145/V,T,Odbiorcy indywidualni,popiół,worek,,,
23.194831,53.111591,1145/V,T,Odbiorcy indywidualni,szkło,worek,,,
23.194831,53.111591,1145/V,T,Odbiorcy indywidualni,zielone,worek,,,
23.194831,53.111591,1145/V,T,Odbiorcy indywidualni,zmieszane,120,18014398706763517,4000000BC246FD,4000000BC246FD
23.194831,53.111591,1145/V,T,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.194591,53.111742,1146/V,T,Odbiorcy indywidualni,SUCHE,worek,,,
23.194591,53.111742,1146/V,T,Odbiorcy indywidualni,popiół,worek,,,
23.194591,53.111742,1146/V,T,Odbiorcy indywidualni,szkło,worek,,,
23.194591,53.111742,1146/V,T,Odbiorcy indywidualni,zielone,worek,,,
23.194591,53.111742,1146/V,T,Odbiorcy indywidualni,zmieszane,240,18014398706730893,4000000BC1C78D,4000000BC1C78D
23.194591,53.111742,1146/V,T,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.192409,53.111947,1147/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.192409,53.111947,1147/V,,Odbiorcy indywidualni,popiół,worek,,,
23.192409,53.111947,1147/V,,Odbiorcy indywidualni,szkło,worek,,,
23.192409,53.111947,1147/V,,Odbiorcy indywidualni,zielone,worek,,,
23.192409,53.111947,1147/V,,Odbiorcy indywidualni,zmieszane,120,18014398706765426,4000000BC24E72,4000000BC24E72
23.192409,53.111947,1147/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.195076,53.111542,1148/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.195076,53.111542,1148/V,,Odbiorcy indywidualni,popiół,worek,,,
23.195076,53.111542,1148/V,,Odbiorcy indywidualni,szkło,worek,,,
23.195076,53.111542,1148/V,,Odbiorcy indywidualni,zielone,worek,,,
23.195076,53.111542,1148/V,,Odbiorcy indywidualni,zmieszane,240,18014398706744631,4000000BC1FD37,4000000BC1FD37
23.195076,53.111542,1148/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.195076,53.111542,1149/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.195076,53.111542,1149/V,,Odbiorcy indywidualni,popiół,worek,,,
23.195076,53.111542,1149/V,,Odbiorcy indywidualni,szkło,worek,,,
23.195076,53.111542,1149/V,,Odbiorcy indywidualni,zielone,worek,,,
23.195076,53.111542,1149/V,,Odbiorcy indywidualni,zmieszane,120,18014398706753762,4000000BC220E2,4000000BC220E2
23.195076,53.111542,1149/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.195076,53.111542,1150/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.195076,53.111542,1150/V,,Odbiorcy indywidualni,popiół,worek,,,
23.195076,53.111542,1150/V,,Odbiorcy indywidualni,szkło,worek,,,
23.195076,53.111542,1150/V,,Odbiorcy indywidualni,zielone,worek,,,
23.195076,53.111542,1150/V,,Odbiorcy indywidualni,zmieszane,120,18014398706750178,4000000BC212E2,4000000BC212E2
23.195076,53.111542,1150/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.19552,53.111471,1151/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.19552,53.111471,1151/V,,Odbiorcy indywidualni,popiół,worek,,,
23.19552,53.111471,1151/V,,Odbiorcy indywidualni,szkło,worek,,,
23.19552,53.111471,1151/V,,Odbiorcy indywidualni,zielone,worek,,,
23.19552,53.111471,1151/V,,Odbiorcy indywidualni,zmieszane,240,18014398706743677,4000000BC1F97D,4000000BC1F97D
23.19552,53.111471,1151/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.195076,53.111542,1152/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.195076,53.111542,1152/V,,Odbiorcy indywidualni,popiół,worek,,,
23.195076,53.111542,1152/V,,Odbiorcy indywidualni,szkło,worek,,,
23.195076,53.111542,1152/V,,Odbiorcy indywidualni,zielone,worek,,,
23.195076,53.111542,1152/V,,Odbiorcy indywidualni,zmieszane,120,18014398706763777,4000000BC24801,4000000BC24801
23.195076,53.111542,1152/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.192698,53.111898,1153/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.192698,53.111898,1153/V,,Odbiorcy indywidualni,popiół,worek,,,
23.192698,53.111898,1153/V,,Odbiorcy indywidualni,szkło,worek,,,
23.192698,53.111898,1153/V,,Odbiorcy indywidualni,zielone,worek,,,
23.192698,53.111898,1153/V,,Odbiorcy indywidualni,zmieszane,120,18014398706753705,4000000BC220A9,4000000BC220A9
23.192698,53.111898,1153/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.195076,53.111542,1154/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.195076,53.111542,1154/V,,Odbiorcy indywidualni,popiół,worek,,,
23.195076,53.111542,1154/V,,Odbiorcy indywidualni,szkło,worek,,,
23.195076,53.111542,1154/V,,Odbiorcy indywidualni,zielone,worek,,,
23.195076,53.111542,1154/V,,Odbiorcy indywidualni,zmieszane,240,18014398706730995,4000000BC1C7F3,4000000BC1C7F3
23.195076,53.111542,1154/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.192538,53.111916,1155/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.192538,53.111916,1155/V,,Odbiorcy indywidualni,popiół,worek,,,
23.192538,53.111916,1155/V,,Odbiorcy indywidualni,szkło,worek,,,
23.192538,53.111916,1155/V,,Odbiorcy indywidualni,zielone,worek,,,
23.192538,53.111916,1155/V,,Odbiorcy indywidualni,zmieszane,120,18014398706763987,4000000BC248D3,4000000BC248D3
23.192538,53.111916,1155/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.193213,53.111827,1156/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.193213,53.111827,1156/V,,Odbiorcy indywidualni,popiół,worek,,,
23.193213,53.111827,1156/V,,Odbiorcy indywidualni,szkło,worek,,,
23.193213,53.111827,1156/V,,Odbiorcy indywidualni,zielone,worek,,,
23.193213,53.111827,1156/V,,Odbiorcy indywidualni,zmieszane,120,18014398706763948,4000000BC248AC,4000000BC248AC
23.193213,53.111827,1156/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.235084,53.094733,1158/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.235084,53.094733,1158/V,,Odbiorcy indywidualni,popiół,worek,,,
23.235084,53.094733,1158/V,,Odbiorcy indywidualni,szkło,worek,,,
23.235084,53.094733,1158/V,,Odbiorcy indywidualni,zielone,worek,,,
23.235084,53.094733,1158/V,,Odbiorcy indywidualni,zmieszane,120,18014398706762291,4000000BC24233,4000000BC24233
23.235084,53.094733,1158/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.23492,53.094267,1159/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.23492,53.094267,1159/V,,Odbiorcy indywidualni,popiół,worek,,,
23.23492,53.094267,1159/V,,Odbiorcy indywidualni,szkło,worek,,,
23.23492,53.094267,1159/V,,Odbiorcy indywidualni,zielone,worek,,,
23.23492,53.094267,1159/V,,Odbiorcy indywidualni,zmieszane,120,18014398706759139,4000000BC235E3,4000000BC235E3
23.23492,53.094267,1159/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.187876,53.112413,1162/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.187876,53.112413,1162/V,,Odbiorcy indywidualni,popiół,worek,,,
23.187876,53.112413,1162/V,,Odbiorcy indywidualni,szkło,worek,,,
23.187876,53.112413,1162/V,,Odbiorcy indywidualni,zielone,worek,,,
23.187876,53.112413,1162/V,,Odbiorcy indywidualni,zmieszane,240,18014398706762747,4000000BC243FB,4000000BC243FB
23.187876,53.112413,1162/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.190089,53.112,1175/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.190089,53.112,1175/V,,Odbiorcy indywidualni,popiół,worek,,,
23.190089,53.112,1175/V,,Odbiorcy indywidualni,szkło,worek,,,
23.190089,53.112,1175/V,,Odbiorcy indywidualni,zielone,worek,,,
23.190089,53.112,1175/V,,Odbiorcy indywidualni,zmieszane,240,18014398706763846,4000000BC24846,4000000BC24846
23.190089,53.112,1175/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.190387,53.111951,1179/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.190387,53.111951,1179/V,,Odbiorcy indywidualni,popiół,worek,,,
23.190387,53.111951,1179/V,,Odbiorcy indywidualni,szkło,worek,,,
23.190387,53.111951,1179/V,,Odbiorcy indywidualni,zielone,worek,,,
23.190387,53.111951,1179/V,,Odbiorcy indywidualni,zmieszane,240,18014398706759409,4000000BC236F1,4000000BC236F1
23.190387,53.111951,1179/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.187364,53.112796,1186/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.187364,53.112796,1186/V,,Odbiorcy indywidualni,popiół,worek,,,
23.187364,53.112796,1186/V,,Odbiorcy indywidualni,szkło,worek,,,
23.187364,53.112796,1186/V,,Odbiorcy indywidualni,zielone,worek,,,
23.187364,53.112796,1186/V,,Odbiorcy indywidualni,zmieszane,240,18014398706752139,4000000BC21A8B,4000000BC21A8B
23.187364,53.112796,1186/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.204902,53.096547,1190/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.204902,53.096547,1190/V,,Odbiorcy indywidualni,popiół,worek,,,
23.204902,53.096547,1190/V,,Odbiorcy indywidualni,szkło,worek,,,
23.204902,53.096547,1190/V,,Odbiorcy indywidualni,zielone,worek,,,
23.204902,53.096547,1190/V,,Odbiorcy indywidualni,zmieszane,240,18014398547264516,40000002408404,40000002408404
23.204902,53.096547,1190/V,,Odbiorcy indywidualni,wielkogabaryty,worek,,,
23.204013,53.096507,1191/V,,Odbiorcy indywidualni,SUCHE,worek,,,
23.204013,53.096507,1191/V,,Odbiorcy indywidualni,popiół,worek,,,
23.204013,53.096507,1191/V,,Odbiorcy indywidualni,szkło,worek,,,
