,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.104031,53.12248,T,Wielorodzinna,szkło,1100,18014398708533813,4000000BDD4A35,4000000BDD4A35
23.104031,53.12248,T,Wielorodzinna,szkło,1100,18014398708533813,4000000BDD4A35,4000000BDD4A35
23.104031,53.12248,T,Wielorodzinna,zmieszane,1100,18014398708533941,4000000BDD4AB5,4000000BDD4AB5
23.104031,53.12248,T,Wielorodzinna,zmieszane,1100,18014398708533941,4000000BDD4AB5,4000000BDD4AB5
23.104031,53.12248,T,Wielorodzinna,zmieszane,1100,18014398708533818,4000000BDD4A3A,4000000BDD4A3A
23.104031,53.12248,T,Wielorodzinna,zmieszane,1100,18014398708533818,4000000BDD4A3A,4000000BDD4A3A
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533289,4000000BDD4829,4000000BDD4829
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533289,4000000BDD4829,4000000BDD4829
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533289,4000000BDD4829,4000000BDD4829
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533289,4000000BDD4829,4000000BDD4829
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533289,4000000BDD4829,4000000BDD4829
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708534000,4000000BDD4AF0,4000000BDD4AF0
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708534000,4000000BDD4AF0,4000000BDD4AF0
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708534000,4000000BDD4AF0,4000000BDD4AF0
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708534000,4000000BDD4AF0,4000000BDD4AF0
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708534000,4000000BDD4AF0,4000000BDD4AF0
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533577,4000000BDD4949,4000000BDD4949
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533577,4000000BDD4949,4000000BDD4949
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533577,4000000BDD4949,4000000BDD4949
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533577,4000000BDD4949,4000000BDD4949
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533577,4000000BDD4949,4000000BDD4949
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533714,4000000BDD49D2,4000000BDD49D2
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533714,4000000BDD49D2,4000000BDD49D2
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533714,4000000BDD49D2,4000000BDD49D2
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533714,4000000BDD49D2,4000000BDD49D2
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708533714,4000000BDD49D2,4000000BDD49D2
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398509536382,4000000000D47E,4000000000D47E
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398509536382,4000000000D47E,4000000000D47E
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398509536382,4000000000D47E,4000000000D47E
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398509536382,4000000000D47E,4000000000D47E
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398509536388,4000000000D484,4000000000D484
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398509536388,4000000000D484,4000000000D484
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398509536388,4000000000D484,4000000000D484
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398509536388,4000000000D484,4000000000D484
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708605366,4000000BDE61B6,4000000BDE61B6
23.10156,53.120604,T,Wielorodzinna,SUCHE,1100,18014398708606470,4000000BDE6606,4000000BDE6606
23.10156,53.120604,T,Wielorodzinna,szkło,1100,18014398708533815,4000000BDD4A37,4000000BDD4A37
23.10156,53.120604,T,Wielorodzinna,szkło,1100,18014398708533815,4000000BDD4A37,4000000BDD4A37
23.10156,53.120604,T,Wielorodzinna,szkło,1100,18014398708533815,4000000BDD4A37,4000000BDD4A37
23.10156,53.120604,T,Wielorodzinna,szkło,1100,18014398708533815,4000000BDD4A37,4000000BDD4A37
23.10156,53.120604,T,Wielorodzinna,szkło,1100,18014398708533815,4000000BDD4A37,4000000BDD4A37
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708553660,4000000BDD97BC,4000000BDD97BC
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708553660,4000000BDD97BC,4000000BDD97BC
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708553660,4000000BDD97BC,4000000BDD97BC
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708553660,4000000BDD97BC,4000000BDD97BC
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708533789,4000000BDD4A1D,4000000BDD4A1D
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708533789,4000000BDD4A1D,4000000BDD4A1D
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708533789,4000000BDD4A1D,4000000BDD4A1D
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708533789,4000000BDD4A1D,4000000BDD4A1D
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708533789,4000000BDD4A1D,4000000BDD4A1D
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,261408889558175,EDC00000D49F,EDC00000D49F_4000000000D49F
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,261408889558175,EDC00000D49F,EDC00000D49F_4000000000D49F
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,261408889558175,EDC00000D49F,EDC00000D49F_4000000000D49F
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,261408889558175,EDC00000D49F,EDC00000D49F_4000000000D49F
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,261408889558175,EDC00000D49F,EDC00000D49F_4000000000D49F
23.10156,53.120604,T,Wielorodzinna,zmieszane,1100,18014398708605407,4000000BDE61DF,4000000BDE61DF
23.103929,53.120267,T,Wielorodzinna,SUCHE,1100,18014398708533441,4000000BDD48C1,4000000BDD48C1
23.103929,53.120267,T,Wielorodzinna,SUCHE,1100,18014398708533568,4000000BDD4940,4000000BDD4940
23.103929,53.120267,T,Wielorodzinna,SUCHE,1100,18014398708533406,4000000BDD489E,4000000BDD489E
23.103929,53.120267,T,Wielorodzinna,SUCHE,1100,18014398708533783,4000000BDD4A17,4000000BDD4A17
23.103929,53.120267,T,Wielorodzinna,szkło,1100,18014398708533405,4000000BDD489D,4000000BDD489D
23.103929,53.120267,T,Wielorodzinna,zmieszane,1100,18014398708533944,4000000BDD4AB8,4000000BDD4AB8
23.103929,53.120267,T,Wielorodzinna,zmieszane,1100,18014398708505004,4000000BDCD9AC,4000000BDCD9AC
23.105804,53.119556,T,Wielorodzinna,SUCHE,1100,18014398708533263,4000000BDD480F,4000000BDD480F
23.105804,53.119556,T,Wielorodzinna,SUCHE,1100,18014398708533263,4000000BDD480F,4000000BDD480F
23.105804,53.119556,T,Wielorodzinna,SUCHE,1100,18014398708533263,4000000BDD480F,4000000BDD480F
23.105804,53.119556,T,Wielorodzinna,SUCHE,1100,18014398708533263,4000000BDD480F,4000000BDD480F
23.105804,53.119556,T,Wielorodzinna,SUCHE,1100,18014398708533602,4000000BDD4962,4000000BDD4962
23.105804,53.119556,T,Wielorodzinna,SUCHE,1100,18014398708533602,4000000BDD4962,4000000BDD4962
23.105804,53.119556,T,Wielorodzinna,SUCHE,1100,18014398708533602,4000000BDD4962,4000000BDD4962
23.105804,53.119556,T,Wielorodzinna,SUCHE,1100,18014398708533602,4000000BDD4962,4000000BDD4962
23.105804,53.119556,T,Wielorodzinna,szkło,1100,18014398708515213,4000000BDD018D,4000000BDD018D
23.105804,53.119556,T,Wielorodzinna,szkło,1100,18014398708515213,4000000BDD018D,4000000BDD018D
23.105804,53.119556,T,Wielorodzinna,szkło,1100,18014398708515213,4000000BDD018D,4000000BDD018D
23.105804,53.119556,T,Wielorodzinna,szkło,1100,18014398708515213,4000000BDD018D,4000000BDD018D
23.105804,53.119556,T,Wielorodzinna,zmieszane,1100,18014398708533920,4000000BDD4AA0,4000000BDD4AA0
23.105804,53.119556,T,Wielorodzinna,zmieszane,1100,18014398708533920,4000000BDD4AA0,4000000BDD4AA0
23.105804,53.119556,T,Wielorodzinna,zmieszane,1100,18014398708533920,4000000BDD4AA0,4000000BDD4AA0
23.105804,53.119556,T,Wielorodzinna,zmieszane,1100,18014398708533920,4000000BDD4AA0,4000000BDD4AA0
23.103942,53.118907,T,Wielorodzinna,SUCHE,1100,18014398708533676,4000000BDD49AC,4000000BDD49AC
23.103942,53.118907,T,Wielorodzinna,SUCHE,1100,18014398708533676,4000000BDD49AC,4000000BDD49AC
23.103942,53.118907,T,Wielorodzinna,SUCHE,1100,18014398708515165,4000000BDD015D,4000000BDD015D
23.103942,53.118907,T,Wielorodzinna,SUCHE,1100,18014398708515165,4000000BDD015D,4000000BDD015D
23.103942,53.118907,T,Wielorodzinna,SUCHE,1100,18014398708533899,4000000BDD4A8B,4000000BDD4A8B
23.103942,53.118907,T,Wielorodzinna,SUCHE,1100,18014398708533899,4000000BDD4A8B,4000000BDD4A8B
23.103942,53.118907,T,Wielorodzinna,SUCHE,1100,18014398708533236,4000000BDD47F4,4000000BDD47F4
23.103942,53.118907,T,Wielorodzinna,SUCHE,1100,18014398708533236,4000000BDD47F4,4000000BDD47F4
23.103942,53.118907,T,Wielorodzinna,szkło,1100,18014398708514982,4000000BDD00A6,4000000BDD00A6
23.103942,53.118907,T,Wielorodzinna,szkło,1100,18014398708514982,4000000BDD00A6,4000000BDD00A6
23.103942,53.118907,T,Wielorodzinna,zielone,KP-7,18014398757330039,4000000EC5DC77,4000000EC5DC77
23.103942,53.118907,T,Wielorodzinna,zielone,KP-7,18014398757330039,4000000EC5DC77,4000000EC5DC77
23.103942,53.118907,T,Wielorodzinna,zmieszane,1100,18014398708533363,4000000BDD4873,4000000BDD4873
23.103942,53.118907,T,Wielorodzinna,zmieszane,1100,18014398708533363,4000000BDD4873,4000000BDD4873
23.103942,53.118907,T,Wielorodzinna,zmieszane,1100,18014398708514703,4000000BDCFF8F,4000000BDCFF8F
23.103942,53.118907,T,Wielorodzinna,wielkogabaryty,KP-7,18014398757330030,4000000EC5DC6E,4000000EC5DC6E
23.108004,53.134622,T,Wielorodzinna,SUCHE,1100,18014398708609546,4000000BDE720A,4000000BDE720A
23.108004,53.134622,T,Wielorodzinna,SUCHE,1100,18014398708583031,4000000BDE0A77,4000000BDE0A77
23.108004,53.134622,T,Wielorodzinna,SUCHE,1100,18014398708609113,4000000BDE7059,4000000BDE7059
23.108004,53.134622,T,Wielorodzinna,SUCHE,1100,18014398708595392,4000000BDE3AC0,4000000BDE3AC0
23.108004,53.134622,T,Wielorodzinna,szkło,1100,18014398708594537,4000000BDE3769,4000000BDE3769
23.108004,53.134622,T,Wielorodzinna,zmieszane,1100,18014398708595010,4000000BDE3942,4000000BDE3942
23.108004,53.134622,T,Wielorodzinna,zmieszane,1100,18014398708609473,4000000BDE71C1,4000000BDE71C1
23.105644,53.135724,T,Wielorodzinna,SUCHE,1100,18014398708593581,4000000BDE33AD,4000000BDE33AD
23.105644,53.135724,T,Wielorodzinna,SUCHE,1100,18014398708592212,4000000BDE2E54,4000000BDE2E54
23.105644,53.135724,T,Wielorodzinna,SUCHE,1100,18014398708592266,4000000BDE2E8A,4000000BDE2E8A
23.105644,53.135724,T,Wielorodzinna,SUCHE,1100,18014398708609563,4000000BDE721B,4000000BDE721B
23.105644,53.135724,T,Wielorodzinna,szkło,1100,18014398708609542,4000000BDE7206,4000000BDE7206
23.105644,53.135724,T,Wielorodzinna,zmieszane,1100,18014398708609328,4000000BDE7130,4000000BDE7130
23.105644,53.135724,T,Wielorodzinna,zmieszane,1100,18014398708595629,4000000BDE3BAD,4000000BDE3BAD
23.103871,53.135364,T,Wielorodzinna,SUCHE,1100,18014398708609058,4000000BDE7022,4000000BDE7022
23.103871,53.135364,T,Wielorodzinna,SUCHE,1100,18014398708595210,4000000BDE3A0A,4000000BDE3A0A
23.103871,53.135364,T,Wielorodzinna,SUCHE,1100,18014398708595217,4000000BDE3A11,4000000BDE3A11
23.103871,53.135364,T,Wielorodzinna,SUCHE,1100,18014398708609614,4000000BDE724E,4000000BDE724E
23.103871,53.135364,T,Wielorodzinna,szkło,1100,18014398708581953,4000000BDE0641,4000000BDE0641
23.103871,53.135364,T,Wielorodzinna,zmieszane,1100,18014398708609599,4000000BDE723F,4000000BDE723F
23.103871,53.135364,T,Wielorodzinna,zmieszane,1100,18014398708592776,4000000BDE3088,4000000BDE3088
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533461,4000000BDD48D5,4000000BDD48D5
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533461,4000000BDD48D5,4000000BDD48D5
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533461,4000000BDD48D5,4000000BDD48D5
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533461,4000000BDD48D5,4000000BDD48D5
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533461,4000000BDD48D5,4000000BDD48D5
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533461,4000000BDD48D5,4000000BDD48D5
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533425,4000000BDD48B1,4000000BDD48B1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533425,4000000BDD48B1,4000000BDD48B1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533425,4000000BDD48B1,4000000BDD48B1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533425,4000000BDD48B1,4000000BDD48B1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533425,4000000BDD48B1,4000000BDD48B1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533425,4000000BDD48B1,4000000BDD48B1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533745,4000000BDD49F1,4000000BDD49F1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533745,4000000BDD49F1,4000000BDD49F1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533745,4000000BDD49F1,4000000BDD49F1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533745,4000000BDD49F1,4000000BDD49F1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533745,4000000BDD49F1,4000000BDD49F1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533745,4000000BDD49F1,4000000BDD49F1
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533832,4000000BDD4A48,4000000BDD4A48
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533832,4000000BDD4A48,4000000BDD4A48
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533832,4000000BDD4A48,4000000BDD4A48
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533832,4000000BDD4A48,4000000BDD4A48
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533832,4000000BDD4A48,4000000BDD4A48
23.099658,53.122898,T,Wielorodzinna,SUCHE,1100,18014398708533832,4000000BDD4A48,4000000BDD4A48
23.099658,53.122898,T,Wielorodzinna,szkło,1100,18014398708515983,4000000BDD048F,4000000BDD048F
23.099658,53.122898,T,Wielorodzinna,szkło,1100,18014398708515983,4000000BDD048F,4000000BDD048F
23.099658,53.122898,T,Wielorodzinna,szkło,1100,18014398708515983,4000000BDD048F,4000000BDD048F
23.099658,53.122898,T,Wielorodzinna,szkło,1100,18014398708515983,4000000BDD048F,4000000BDD048F
23.099658,53.122898,T,Wielorodzinna,szkło,1100,18014398708515983,4000000BDD048F,4000000BDD048F
23.099658,53.122898,T,Wielorodzinna,szkło,1100,18014398708515983,4000000BDD048F,4000000BDD048F
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708513683,4000000BDCFB93,4000000BDCFB93
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708513683,4000000BDCFB93,4000000BDCFB93
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708513683,4000000BDCFB93,4000000BDCFB93
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708513683,4000000BDCFB93,4000000BDCFB93
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708513683,4000000BDCFB93,4000000BDCFB93
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708513683,4000000BDCFB93,4000000BDCFB93
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708533320,4000000BDD4848,4000000BDD4848
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708533320,4000000BDD4848,4000000BDD4848
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708533320,4000000BDD4848,4000000BDD4848
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708533320,4000000BDD4848,4000000BDD4848
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708533320,4000000BDD4848,4000000BDD4848
23.099658,53.122898,T,Wielorodzinna,zmieszane,1100,18014398708533320,4000000BDD4848,4000000BDD4848
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533965,4000000BDD4ACD,4000000BDD4ACD
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533965,4000000BDD4ACD,4000000BDD4ACD
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533965,4000000BDD4ACD,4000000BDD4ACD
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533965,4000000BDD4ACD,4000000BDD4ACD
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533965,4000000BDD4ACD,4000000BDD4ACD
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533965,4000000BDD4ACD,4000000BDD4ACD
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533463,4000000BDD48D7,4000000BDD48D7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533463,4000000BDD48D7,4000000BDD48D7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533463,4000000BDD48D7,4000000BDD48D7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533463,4000000BDD48D7,4000000BDD48D7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533463,4000000BDD48D7,4000000BDD48D7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533463,4000000BDD48D7,4000000BDD48D7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533713,4000000BDD49D1,4000000BDD49D1
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533713,4000000BDD49D1,4000000BDD49D1
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533713,4000000BDD49D1,4000000BDD49D1
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533713,4000000BDD49D1,4000000BDD49D1
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533713,4000000BDD49D1,4000000BDD49D1
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533713,4000000BDD49D1,4000000BDD49D1
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533495,4000000BDD48F7,4000000BDD48F7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533495,4000000BDD48F7,4000000BDD48F7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533495,4000000BDD48F7,4000000BDD48F7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533495,4000000BDD48F7,4000000BDD48F7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533495,4000000BDD48F7,4000000BDD48F7
23.099364,53.122218,T,Wielorodzinna,SUCHE,1100,18014398708533495,4000000BDD48F7,4000000BDD48F7
23.099364,53.122218,T,Wielorodzinna,szkło,1100,18014398708533526,4000000BDD4916,4000000BDD4916
23.099364,53.122218,T,Wielorodzinna,szkło,1100,18014398708533526,4000000BDD4916,4000000BDD4916
23.099364,53.122218,T,Wielorodzinna,szkło,1100,18014398708533526,4000000BDD4916,4000000BDD4916
23.099364,53.122218,T,Wielorodzinna,szkło,1100,18014398708533526,4000000BDD4916,4000000BDD4916
23.099364,53.122218,T,Wielorodzinna,szkło,1100,18014398708533526,4000000BDD4916,4000000BDD4916
23.099364,53.122218,T,Wielorodzinna,szkło,1100,18014398708533526,4000000BDD4916,4000000BDD4916
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533306,4000000BDD483A,4000000BDD483A
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533306,4000000BDD483A,4000000BDD483A
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533306,4000000BDD483A,4000000BDD483A
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533306,4000000BDD483A,4000000BDD483A
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533306,4000000BDD483A,4000000BDD483A
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533306,4000000BDD483A,4000000BDD483A
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533006,4000000BDD470E,4000000BDD470E
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533006,4000000BDD470E,4000000BDD470E
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533006,4000000BDD470E,4000000BDD470E
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533006,4000000BDD470E,4000000BDD470E
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533006,4000000BDD470E,4000000BDD470E
23.099364,53.122218,T,Wielorodzinna,zmieszane,1100,18014398708533006,4000000BDD470E,4000000BDD470E
23.092653,53.121604,T,Wielorodzinna,SUCHE,1100,18014398708595223,4000000BDE3A17,4000000BDE3A17
23.092653,53.121604,T,Wielorodzinna,SUCHE,1100,18014398708596780,4000000BDE402C,4000000BDE402C
23.092653,53.121604,T,Wielorodzinna,SUCHE,1100,18014398708595743,4000000BDE3C1F,4000000BDE3C1F
23.092653,53.121604,T,Wielorodzinna,SUCHE,1100,18014398708594016,4000000BDE3560,4000000BDE3560
23.092653,53.121604,T,Wielorodzinna,SUCHE,1100,261408889558136,EDC00000D478,EDC00000D478
23.092653,53.121604,T,Wielorodzinna,SUCHE,1100,18014398708590802,4000000BDE28D2,4000000BDE28D2
23.092653,53.121604,T,Wielorodzinna,SUCHE,1100,18014398509536376,4000000000D478,4000000000D478
23.092653,53.121604,T,Wielorodzinna,szkło,1100,18014398708597368,4000000BDE4278,4000000BDE4278
23.092653,53.121604,T,Wielorodzinna,zmieszane,1100,18014398708603556,4000000BDE5AA4,4000000BDE5AA4
23.092653,53.121604,T,Wielorodzinna,zmieszane,1100,18014398708601339,4000000BDE51FB,4000000BDE51FB
23.092653,53.121604,T,Wielorodzinna,zmieszane,1100,261408889558096,EDC00000D450,EDC00000D450
23.092653,53.121604,T,Wielorodzinna,zmieszane,1100,261408889558133,EDC00000D475,EDC00000D475
23.092653,53.121604,T,Wielorodzinna,zmieszane,1100,18014398509536373,4000000000D475,4000000000D475
23.092653,53.121604,T,Wielorodzinna,zmieszane,1100,18014398509536336,4000000000D450,4000000000D450
23.093556,53.121422,T,Wielorodzinna,SUCHE,1100,18014398708601507,4000000BDE52A3,4000000BDE52A3
23.093556,53.121422,T,Wielorodzinna,SUCHE,1100,18014398708601969,4000000BDE5471,4000000BDE5471
23.093556,53.121422,T,Wielorodzinna,SUCHE,1100,18014398708601791,4000000BDE53BF,4000000BDE53BF
23.093556,53.121422,T,Wielorodzinna,SUCHE,1100,18014398708602533,4000000BDE56A5,4000000BDE56A5
23.093556,53.121422,T,Wielorodzinna,szkło,1100,18014398708600870,4000000BDE5026,4000000BDE5026
23.093556,53.121422,T,Wielorodzinna,zmieszane,1100,18014398708602177,4000000BDE5541,4000000BDE5541
23.093556,53.121422,T,Wielorodzinna,zmieszane,1100,18014398708601634,4000000BDE5322,4000000BDE5322
23.09448,53.121133,T,Wielorodzinna,SUCHE,1100,18014398708601831,4000000BDE53E7,4000000BDE53E7
23.09448,53.121133,T,Wielorodzinna,SUCHE,1100,18014398708601045,4000000BDE50D5,4000000BDE50D5
23.09448,53.121133,T,Wielorodzinna,SUCHE,1100,18014398708601316,4000000BDE51E4,4000000BDE51E4
23.09448,53.121133,T,Wielorodzinna,SUCHE,1100,18014398708596687,4000000BDE3FCF,4000000BDE3FCF
23.09448,53.121133,T,Wielorodzinna,szkło,1100,18014398708595651,4000000BDE3BC3,4000000BDE3BC3
23.09448,53.121133,T,Wielorodzinna,zmieszane,1100,18014398708601869,4000000BDE540D,4000000BDE540D
23.09448,53.121133,T,Wielorodzinna,zmieszane,1100,18014398708596361,4000000BDE3E89,4000000BDE3E89
23.107573,53.130227,T,Wielorodzinna,SUCHE,1100,18014398708536667,4000000BDD555B,4000000BDD555B
23.107573,53.130227,T,Wielorodzinna,SUCHE,1100,18014398708536907,4000000BDD564B,4000000BDD564B
23.107573,53.130227,T,Wielorodzinna,SUCHE,1100,18014398708534637,4000000BDD4D6D,4000000BDD4D6D
23.107573,53.130227,T,Wielorodzinna,SUCHE,1100,18014398708506942,4000000BDCE13E,4000000BDCE13E
23.107573,53.130227,T,Wielorodzinna,szkło,1100,18014398708536994,4000000BDD56A2,4000000BDD56A2
23.107573,53.130227,T,Wielorodzinna,zmieszane,1100,18014398708536683,4000000BDD556B,4000000BDD556B
23.107573,53.130227,T,Wielorodzinna,zmieszane,1100,18014398708533555,4000000BDD4933,4000000BDD4933
23.106364,53.130191,T,Wielorodzinna,SUCHE,1100,18014398708533418,4000000BDD48AA,4000000BDD48AA
23.106364,53.130191,T,Wielorodzinna,SUCHE,1100,18014398708536828,4000000BDD55FC,4000000BDD55FC
23.106364,53.130191,T,Wielorodzinna,SUCHE,1100,18014398708551997,4000000BDD913D,4000000BDD913D
23.106364,53.130191,T,Wielorodzinna,SUCHE,1100,18014398708536947,4000000BDD5673,4000000BDD5673
23.106364,53.130191,T,Wielorodzinna,szkło,1100,18014398708536149,4000000BDD5355,4000000BDD5355
23.106364,53.130191,T,Wielorodzinna,zmieszane,1100,18014398708536184,4000000BDD5378,4000000BDD5378
23.106364,53.130191,T,Wielorodzinna,zmieszane,1100,18014398708536016,4000000BDD52D0,4000000BDD52D0
23.10416,53.130267,T,Wielorodzinna,SUCHE,1100,18014398708536908,4000000BDD564C,4000000BDD564C
23.10416,53.130267,T,Wielorodzinna,SUCHE,1100,18014398708536088,4000000BDD5318,4000000BDD5318
23.10416,53.130267,T,Wielorodzinna,SUCHE,1100,18014398708533052,4000000BDD473C,4000000BDD473C
23.10416,53.130267,T,Wielorodzinna,SUCHE,1100,18014398708537258,4000000BDD57AA,4000000BDD57AA
23.10416,53.130267,T,Wielorodzinna,szkło,1100,18014398708532982,4000000BDD46F6,4000000BDD46F6
