,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.123978,53.131649,T,Jednorodzinna,zielone,worek,,,
23.123978,53.131649,T,Jednorodzinna,zmieszane,120,18014398708498345,4000000BDCBFA9,4000000BDCBFA9
23.122591,53.13248,T,Jednorodzinna,SUCHE,worek,,,
23.122591,53.13248,T,Jednorodzinna,gabaryty,kontener,,,
23.122591,53.13248,T,Jednorodzinna,popiół,worek,,,
23.122591,53.13248,T,Jednorodzinna,szkło,worek,,,
23.122591,53.13248,T,Jednorodzinna,zielone,worek,,,
23.122591,53.13248,T,Jednorodzinna,zmieszane,120,18014398708513802,4000000BDCFC0A,4000000BDCFC0A
23.1222,53.132756,T,Jednorodzinna,SUCHE,worek,,,
23.1222,53.132756,T,Jednorodzinna,gabaryty,kontener,,,
23.1222,53.132756,T,Jednorodzinna,popiół,worek,,,
23.1222,53.132756,T,Jednorodzinna,szkło,worek,,,
23.1222,53.132756,T,Jednorodzinna,zielone,worek,,,
23.1222,53.132756,T,Jednorodzinna,zmieszane,240,18014398708513881,4000000BDCFC59,4000000BDCFC59
23.124729,53.131156,T,Jednorodzinna,SUCHE,worek,,,
23.124729,53.131156,T,Jednorodzinna,gabaryty,kontener,,,
23.124729,53.131156,T,Jednorodzinna,popiół,worek,,,
23.124729,53.131156,T,Jednorodzinna,szkło,worek,,,
23.124729,53.131156,T,Jednorodzinna,zielone,worek,,,
23.124729,53.131156,T,Jednorodzinna,zmieszane,120,18014398708498394,4000000BDCBFDA,4000000BDCBFDA
23.121942,53.13284,T,Jednorodzinna,SUCHE,worek,,,
23.121942,53.13284,T,Jednorodzinna,gabaryty,kontener,,,
23.121942,53.13284,T,Jednorodzinna,popiół,worek,,,
23.121942,53.13284,T,Jednorodzinna,szkło,worek,,,
23.121942,53.13284,T,Jednorodzinna,zielone,worek,,,
23.121942,53.13284,T,Jednorodzinna,zmieszane,120,18014398708507616,4000000BDCE3E0,4000000BDCE3E0
23.122396,53.132547,T,Jednorodzinna,SUCHE,worek,,,
23.122396,53.132547,T,Jednorodzinna,gabaryty,kontener,,,
23.122396,53.132547,T,Jednorodzinna,popiół,worek,,,
23.122396,53.132547,T,Jednorodzinna,szkło,worek,,,
23.122396,53.132547,T,Jednorodzinna,zielone,worek,,,
23.122396,53.132547,T,Jednorodzinna,zmieszane,120,18014398708515237,4000000BDD01A5,4000000BDD01A5
23.121876,53.132911,T,Jednorodzinna,SUCHE,worek,,,
23.121876,53.132911,T,Jednorodzinna,gabaryty,kontener,,,
23.121876,53.132911,T,Jednorodzinna,popiół,worek,,,
23.121876,53.132911,T,Jednorodzinna,szkło,worek,,,
23.121876,53.132911,T,Jednorodzinna,zielone,worek,,,
23.121876,53.132911,T,Jednorodzinna,zmieszane,120,18014398708514622,4000000BDCFF3E,4000000BDCFF3E
23.1222,53.132756,T,Jednorodzinna,SUCHE,worek,,,
23.1222,53.132756,T,Jednorodzinna,gabaryty,kontener,,,
23.1222,53.132756,T,Jednorodzinna,popiół,worek,,,
23.1222,53.132756,T,Jednorodzinna,szkło,worek,,,
23.1222,53.132756,T,Jednorodzinna,zielone,worek,,,
23.1222,53.132756,T,Jednorodzinna,zmieszane,120,18014398708497670,4000000BDCBD06,4000000BDCBD06
23.121876,53.132911,T,Jednorodzinna,SUCHE,worek,,,
23.121876,53.132911,T,Jednorodzinna,gabaryty,kontener,,,
23.121876,53.132911,T,Jednorodzinna,popiół,worek,,,
23.121876,53.132911,T,Jednorodzinna,szkło,worek,,,
23.121876,53.132911,T,Jednorodzinna,zielone,worek,,,
23.121876,53.132911,T,Jednorodzinna,zmieszane,240,18014398708515037,4000000BDD00DD,4000000BDD00DD
23.121396,53.133178,T,Jednorodzinna,SUCHE,worek,,,
23.121396,53.133178,T,Jednorodzinna,gabaryty,kontener,,,
23.121396,53.133178,T,Jednorodzinna,popiół,worek,,,
23.121396,53.133178,T,Jednorodzinna,szkło,worek,,,
23.121396,53.133178,T,Jednorodzinna,zielone,worek,,,
23.121396,53.133178,T,Jednorodzinna,zmieszane,120,18014398708498633,4000000BDCC0C9,4000000BDCC0C9
23.121102,53.133436,T,Jednorodzinna,SUCHE,worek,,,
23.121102,53.133436,T,Jednorodzinna,gabaryty,kontener,,,
23.121102,53.133436,T,Jednorodzinna,popiół,worek,,,
23.121102,53.133436,T,Jednorodzinna,szkło,worek,,,
23.121102,53.133436,T,Jednorodzinna,zielone,worek,,,
23.121102,53.133436,T,Jednorodzinna,zmieszane,120,18014398708513833,4000000BDCFC29,4000000BDCFC29
23.125676,53.130689,T,Jednorodzinna,SUCHE,worek,,,
23.125676,53.130689,T,Jednorodzinna,gabaryty,kontener,,,
23.125676,53.130689,T,Jednorodzinna,popiół,worek,,,
23.125676,53.130689,T,Jednorodzinna,szkło,worek,,,
23.125676,53.130689,T,Jednorodzinna,zielone,worek,,,
23.125676,53.130689,T,Jednorodzinna,zmieszane,120,18014398708498385,4000000BDCBFD1,4000000BDCBFD1
23.124493,53.131333,T,Jednorodzinna,SUCHE,worek,,,
23.124493,53.131333,T,Jednorodzinna,gabaryty,kontener,,,
23.124493,53.131333,T,Jednorodzinna,popiół,worek,,,
23.124493,53.131333,T,Jednorodzinna,szkło,worek,,,
23.124493,53.131333,T,Jednorodzinna,zielone,worek,,,
23.124493,53.131333,T,Jednorodzinna,zmieszane,120,18014398708499655,4000000BDCC4C7,4000000BDCC4C7
23.123782,53.131747,T,Jednorodzinna,SUCHE,worek,,,
23.123782,53.131747,T,Jednorodzinna,gabaryty,kontener,,,
23.123782,53.131747,T,Jednorodzinna,popiół,worek,,,
23.123782,53.131747,T,Jednorodzinna,szkło,worek,,,
23.123782,53.131747,T,Jednorodzinna,zielone,worek,,,
23.123782,53.131747,T,Jednorodzinna,zmieszane,120,18014398708499710,4000000BDCC4FE,4000000BDCC4FE
23.123782,53.131747,T,Jednorodzinna,SUCHE,worek,,,
23.123782,53.131747,T,Jednorodzinna,gabaryty,kontener,,,
23.123782,53.131747,T,Jednorodzinna,popiół,worek,,,
23.123782,53.131747,T,Jednorodzinna,szkło,worek,,,
23.123782,53.131747,T,Jednorodzinna,zielone,worek,,,
23.123782,53.131747,T,Jednorodzinna,zmieszane,120,18014398708515020,4000000BDD00CC,4000000BDD00CC
23.121876,53.132911,T,Jednorodzinna,SUCHE,worek,,,
23.121876,53.132911,T,Jednorodzinna,gabaryty,kontener,,,
23.121876,53.132911,T,Jednorodzinna,popiół,worek,,,
23.121876,53.132911,T,Jednorodzinna,szkło,worek,,,
23.121876,53.132911,T,Jednorodzinna,zielone,worek,,,
23.121876,53.132911,T,Jednorodzinna,zmieszane,120,18014398708514049,4000000BDCFD01,4000000BDCFD01
23.121507,53.133049,T,Jednorodzinna,SUCHE,worek,,,
23.121507,53.133049,T,Jednorodzinna,gabaryty,kontener,,,
23.121507,53.133049,T,Jednorodzinna,popiół,worek,,,
23.121507,53.133049,T,Jednorodzinna,szkło,worek,,,
23.121507,53.133049,T,Jednorodzinna,zielone,worek,,,
23.121507,53.133049,T,Jednorodzinna,zmieszane,120,18014398708514429,4000000BDCFE7D,4000000BDCFE7D
23.121876,53.132911,T,Jednorodzinna,SUCHE,worek,,,
23.121876,53.132911,T,Jednorodzinna,gabaryty,kontener,,,
23.121876,53.132911,T,Jednorodzinna,popiół,worek,,,
23.121876,53.132911,T,Jednorodzinna,szkło,worek,,,
23.121876,53.132911,T,Jednorodzinna,zielone,worek,,,
23.121876,53.132911,T,Jednorodzinna,zmieszane,120,18014398708523032,4000000BDD2018,4000000BDD2018
23.12516,53.130964,T,Jednorodzinna,SUCHE,worek,,,
23.12516,53.130964,T,Jednorodzinna,gabaryty,kontener,,,
23.12516,53.130964,T,Jednorodzinna,popiół,worek,,,
23.12516,53.130964,T,Jednorodzinna,szkło,worek,,,
23.12516,53.130964,T,Jednorodzinna,zielone,worek,,,
23.12516,53.130964,T,Jednorodzinna,zmieszane,120,18014398708498759,4000000BDCC147,4000000BDCC147
23.124742,53.131209,T,Jednorodzinna,SUCHE,worek,,,
23.124742,53.131209,T,Jednorodzinna,gabaryty,kontener,,,
23.124742,53.131209,T,Jednorodzinna,popiół,worek,,,
23.124742,53.131209,T,Jednorodzinna,szkło,worek,,,
23.124742,53.131209,T,Jednorodzinna,zielone,worek,,,
23.124742,53.131209,T,Jednorodzinna,zmieszane,120,18014398708497870,4000000BDCBDCE,4000000BDCBDCE
23.124356,53.1314,T,Jednorodzinna,SUCHE,worek,,,
23.124356,53.1314,T,Jednorodzinna,gabaryty,kontener,,,
23.124356,53.1314,T,Jednorodzinna,popiół,worek,,,
23.124356,53.1314,T,Jednorodzinna,szkło,worek,,,
23.124356,53.1314,T,Jednorodzinna,zielone,worek,,,
23.124356,53.1314,T,Jednorodzinna,zmieszane,120,18014398708513540,4000000BDCFB04,4000000BDCFB04
23.122591,53.13248,T,Jednorodzinna,SUCHE,worek,,,
23.122591,53.13248,T,Jednorodzinna,gabaryty,kontener,,,
23.122591,53.13248,T,Jednorodzinna,popiół,worek,,,
23.122591,53.13248,T,Jednorodzinna,szkło,worek,,,
23.122591,53.13248,T,Jednorodzinna,zielone,worek,,,
23.122591,53.13248,T,Jednorodzinna,zmieszane,120,18014398708515005,4000000BDD00BD,4000000BDD00BD
23.123782,53.131747,T,Jednorodzinna,SUCHE,worek,,,
23.123782,53.131747,T,Jednorodzinna,gabaryty,kontener,,,
23.123782,53.131747,T,Jednorodzinna,popiół,worek,,,
23.123782,53.131747,T,Jednorodzinna,szkło,worek,,,
23.123782,53.131747,T,Jednorodzinna,zielone,worek,,,
23.123782,53.131747,T,Jednorodzinna,zmieszane,120,18014398708513689,4000000BDCFB99,4000000BDCFB99
23.12188,53.132862,T,Jednorodzinna,SUCHE,worek,,,
23.12188,53.132862,T,Jednorodzinna,gabaryty,kontener,,,
23.12188,53.132862,T,Jednorodzinna,popiół,worek,,,
23.12188,53.132862,T,Jednorodzinna,szkło,worek,,,
23.12188,53.132862,T,Jednorodzinna,zielone,worek,,,
23.12188,53.132862,T,Jednorodzinna,zmieszane,120,18014398708513731,4000000BDCFBC3,4000000BDCFBC3
23.121876,53.132911,T,Jednorodzinna,SUCHE,worek,,,
23.121876,53.132911,T,Jednorodzinna,gabaryty,kontener,,,
23.121876,53.132911,T,Jednorodzinna,popiół,worek,,,
23.121876,53.132911,T,Jednorodzinna,szkło,worek,,,
23.121876,53.132911,T,Jednorodzinna,zielone,worek,,,
23.121876,53.132911,T,Jednorodzinna,zmieszane,120,18014398708515029,4000000BDD00D5,4000000BDD00D5
23.1216,53.133031,T,Jednorodzinna,SUCHE,worek,,,
23.1216,53.133031,T,Jednorodzinna,gabaryty,kontener,,,
23.1216,53.133031,T,Jednorodzinna,popiół,worek,,,
23.1216,53.133031,T,Jednorodzinna,szkło,worek,,,
23.1216,53.133031,T,Jednorodzinna,zielone,worek,,,
23.1216,53.133031,T,Jednorodzinna,zmieszane,120,18014398708507214,4000000BDCE24E,4000000BDCE24E
23.090227,53.122293,T,Jednorodzinna,SUCHE,worek,,,
23.090227,53.122293,T,Jednorodzinna,gabaryty,kontener,,,
23.090227,53.122293,T,Jednorodzinna,popiół,worek,,,
23.090227,53.122293,T,Jednorodzinna,szkło,worek,,,
23.090227,53.122293,T,Jednorodzinna,zielone,worek,,,
23.090227,53.122293,T,Jednorodzinna,zmieszane,120,18014398708593643,4000000BDE33EB,4000000BDE33EB
23.122836,53.134627,T,Jednorodzinna,SUCHE,worek,,,
23.122836,53.134627,T,Jednorodzinna,gabaryty,kontener,,,
23.122836,53.134627,T,Jednorodzinna,popiół,worek,,,
23.122836,53.134627,T,Jednorodzinna,szkło,worek,,,
23.122836,53.134627,T,Jednorodzinna,zielone,worek,,,
23.122836,53.134627,T,Jednorodzinna,zmieszane,120,18014398708598703,4000000BDE47AF,4000000BDE47AF
23.122836,53.134627,T,Jednorodzinna,zmieszane,120,18014398708591246,4000000BDE2A8E,4000000BDE2A8E
23.122836,53.134627,T,Jednorodzinna,zmieszane,120,18014398708591176,4000000BDE2A48,4000000BDE2A48
23.092498,53.122791,T,Jednorodzinna,SUCHE,worek,,,
23.092498,53.122791,T,Jednorodzinna,gabaryty,kontener,,,
23.092498,53.122791,T,Jednorodzinna,popiół,worek,,,
23.092498,53.122791,T,Jednorodzinna,szkło,worek,,,
23.092498,53.122791,T,Jednorodzinna,zielone,worek,,,
23.092498,53.122791,T,Jednorodzinna,zmieszane,120,18014398708579239,4000000BDDFBA7,4000000BDDFBA7
23.093133,53.122924,T,Jednorodzinna,SUCHE,worek,,,
23.093133,53.122924,T,Jednorodzinna,gabaryty,kontener,,,
23.093133,53.122924,T,Jednorodzinna,popiół,worek,,,
23.093133,53.122924,T,Jednorodzinna,szkło,worek,,,
23.093133,53.122924,T,Jednorodzinna,zielone,worek,,,
23.093133,53.122924,T,Jednorodzinna,zmieszane,120,18014398708583442,4000000BDE0C12,4000000BDE0C12
23.093169,53.122907,T,Jednorodzinna,SUCHE,worek,,,
23.093169,53.122907,T,Jednorodzinna,gabaryty,kontener,,,
23.093169,53.122907,T,Jednorodzinna,popiół,worek,,,
23.093169,53.122907,T,Jednorodzinna,szkło,worek,,,
23.093169,53.122907,T,Jednorodzinna,zielone,worek,,,
23.093169,53.122907,T,Jednorodzinna,zmieszane,120,18014398708574675,4000000BDDE9D3,4000000BDDE9D3
23.098276,53.14068,T,Jednorodzinna,SUCHE,worek,,,
23.098276,53.14068,T,Jednorodzinna,gabaryty,kontener,,,
23.098276,53.14068,T,Jednorodzinna,popiół,worek,,,
23.098276,53.14068,T,Jednorodzinna,szkło,worek,,,
23.098276,53.14068,T,Jednorodzinna,zielone,worek,,,
23.098276,53.14068,T,Jednorodzinna,zmieszane,120,18014398708594788,4000000BDE3864,4000000BDE3864
23.098276,53.14068,T,Jednorodzinna,SUCHE,worek,,,
23.098276,53.14068,T,Jednorodzinna,gabaryty,kontener,,,
23.098276,53.14068,T,Jednorodzinna,popiół,worek,,,
23.098276,53.14068,T,Jednorodzinna,szkło,worek,,,
23.098276,53.14068,T,Jednorodzinna,zielone,worek,,,
23.098276,53.14068,T,Jednorodzinna,zmieszane,120,18014398708601298,4000000BDE51D2,4000000BDE51D2
23.0894,53.126667,T,Jednorodzinna,SUCHE,worek,,,
23.0894,53.126667,T,Jednorodzinna,gabaryty,kontener,,,
23.0894,53.126667,T,Jednorodzinna,popiół,worek,,,
23.0894,53.126667,T,Jednorodzinna,szkło,worek,,,
23.0894,53.126667,T,Jednorodzinna,zielone,worek,,,
23.0894,53.126667,T,Jednorodzinna,zmieszane,120,18014398708592654,4000000BDE300E,4000000BDE300E
23.089369,53.126596,T,Jednorodzinna,SUCHE,worek,,,
23.089369,53.126596,T,Jednorodzinna,gabaryty,kontener,,,
23.089369,53.126596,T,Jednorodzinna,popiół,worek,,,
23.089369,53.126596,T,Jednorodzinna,szkło,worek,,,
23.089369,53.126596,T,Jednorodzinna,zielone,worek,,,
23.089369,53.126596,T,Jednorodzinna,zmieszane,120,18014398708592589,4000000BDE2FCD,4000000BDE2FCD
23.089516,53.126507,T,Jednorodzinna,SUCHE,worek,,,
23.089516,53.126507,T,Jednorodzinna,gabaryty,kontener,,,
23.089516,53.126507,T,Jednorodzinna,popiół,worek,,,
23.089516,53.126507,T,Jednorodzinna,szkło,worek,,,
23.089516,53.126507,T,Jednorodzinna,zielone,worek,,,
23.089516,53.126507,T,Jednorodzinna,zmieszane,120,18014398708598694,4000000BDE47A6,4000000BDE47A6
23.089507,53.126347,T,Jednorodzinna,SUCHE,worek,,,
23.089507,53.126347,T,Jednorodzinna,gabaryty,kontener,,,
23.089507,53.126347,T,Jednorodzinna,popiół,worek,,,
23.089507,53.126347,T,Jednorodzinna,szkło,worek,,,
23.089507,53.126347,T,Jednorodzinna,zielone,worek,,,
23.089507,53.126347,T,Jednorodzinna,zmieszane,120,18014398708592264,4000000BDE2E88,4000000BDE2E88
23.089516,53.126507,T,Jednorodzinna,SUCHE,worek,,,
23.089516,53.126507,T,Jednorodzinna,gabaryty,kontener,,,
23.089516,53.126507,T,Jednorodzinna,popiół,worek,,,
23.089516,53.126507,T,Jednorodzinna,szkło,worek,,,
23.089516,53.126507,T,Jednorodzinna,zielone,worek,,,
23.089516,53.126507,T,Jednorodzinna,zmieszane,120,18014398708593811,4000000BDE3493,4000000BDE3493
23.089836,53.125951,T,Jednorodzinna,SUCHE,worek,,,
23.089836,53.125951,T,Jednorodzinna,gabaryty,kontener,,,
23.089836,53.125951,T,Jednorodzinna,popiół,worek,,,
23.089836,53.125951,T,Jednorodzinna,szkło,worek,,,
23.089836,53.125951,T,Jednorodzinna,zielone,worek,,,
23.089836,53.125951,T,Jednorodzinna,zmieszane,120,18014398708592526,4000000BDE2F8E,4000000BDE2F8E
23.089849,53.125911,T,Jednorodzinna,SUCHE,worek,,,
23.089849,53.125911,T,Jednorodzinna,gabaryty,kontener,,,
23.089849,53.125911,T,Jednorodzinna,popiół,worek,,,
23.089849,53.125911,T,Jednorodzinna,szkło,worek,,,
23.089849,53.125911,T,Jednorodzinna,zielone,worek,,,
23.089849,53.125911,T,Jednorodzinna,zmieszane,120,18014398708592279,4000000BDE2E97,4000000BDE2E97
23.089973,53.12564,T,Jednorodzinna,SUCHE,worek,,,
23.089973,53.12564,T,Jednorodzinna,gabaryty,kontener,,,
23.089973,53.12564,T,Jednorodzinna,popiół,worek,,,
23.089973,53.12564,T,Jednorodzinna,szkło,worek,,,
23.089973,53.12564,T,Jednorodzinna,zielone,worek,,,
23.089973,53.12564,T,Jednorodzinna,zmieszane,120,18014398708598686,4000000BDE479E,4000000BDE479E
23.089836,53.125871,T,Jednorodzinna,SUCHE,worek,,,
23.089836,53.125871,T,Jednorodzinna,gabaryty,kontener,,,
23.089836,53.125871,T,Jednorodzinna,popiół,worek,,,
23.089836,53.125871,T,Jednorodzinna,szkło,worek,,,
23.089836,53.125871,T,Jednorodzinna,zielone,worek,,,
23.089836,53.125871,T,Jednorodzinna,zmieszane,120,18014398708597558,4000000BDE4336,4000000BDE4336
23.089849,53.125911,T,Jednorodzinna,SUCHE,worek,,,
23.089849,53.125911,T,Jednorodzinna,gabaryty,kontener,,,
23.089849,53.125911,T,Jednorodzinna,popiół,worek,,,
23.089849,53.125911,T,Jednorodzinna,szkło,worek,,,
23.089849,53.125911,T,Jednorodzinna,zielone,worek,,,
23.089849,53.125911,T,Jednorodzinna,zmieszane,120,18014398708593373,4000000BDE32DD,4000000BDE32DD
23.0898,53.125858,T,Jednorodzinna,SUCHE,worek,,,
23.0898,53.125858,T,Jednorodzinna,gabaryty,kontener,,,
23.0898,53.125858,T,Jednorodzinna,popiół,worek,,,
23.0898,53.125858,T,Jednorodzinna,szkło,worek,,,
23.0898,53.125858,T,Jednorodzinna,zielone,worek,,,
23.0898,53.125858,T,Jednorodzinna,zmieszane,120,18014398708592757,4000000BDE3075,4000000BDE3075
23.12628,53.132138,T,Jednorodzinna,SUCHE,worek,,,
23.12628,53.132138,T,Jednorodzinna,gabaryty,kontener,,,
23.12628,53.132138,T,Jednorodzinna,popiół,worek,,,
23.12628,53.132138,T,Jednorodzinna,szkło,worek,,,
23.12628,53.132138,T,Jednorodzinna,zielone,worek,,,
23.12628,53.132138,T,Jednorodzinna,zmieszane,120,18014398708575296,4000000BDDEC40,4000000BDDEC40
23.12628,53.132138,T,Jednorodzinna,SUCHE,worek,,,
23.12628,53.132138,T,Jednorodzinna,gabaryty,kontener,,,
23.12628,53.132138,T,Jednorodzinna,popiół,worek,,,
23.12628,53.132138,T,Jednorodzinna,szkło,worek,,,
23.12628,53.132138,T,Jednorodzinna,zielone,worek,,,
23.12628,53.132138,T,Jednorodzinna,zmieszane,120,18014398708583554,4000000BDE0C82,4000000BDE0C82
23.127067,53.132031,T,Jednorodzinna,SUCHE,worek,,,
23.127067,53.132031,T,Jednorodzinna,gabaryty,kontener,,,
23.127067,53.132031,T,Jednorodzinna,popiół,worek,,,
23.127067,53.132031,T,Jednorodzinna,szkło,worek,,,
23.127067,53.132031,T,Jednorodzinna,zielone,worek,,,
23.127067,53.132031,T,Jednorodzinna,zmieszane,120,18014398708575673,4000000BDDEDB9,4000000BDDEDB9
23.127631,53.131662,T,Jednorodzinna,SUCHE,worek,,,
23.127631,53.131662,T,Jednorodzinna,gabaryty,kontener,,,
23.127631,53.131662,T,Jednorodzinna,popiół,worek,,,
23.127631,53.131662,T,Jednorodzinna,szkło,worek,,,
23.127631,53.131662,T,Jednorodzinna,zielone,worek,,,
23.127631,53.131662,T,Jednorodzinna,zmieszane,120,18014398708575787,4000000BDDEE2B,4000000BDDEE2B
23.127204,53.131942,T,Jednorodzinna,SUCHE,worek,,,
23.127204,53.131942,T,Jednorodzinna,gabaryty,kontener,,,
23.127204,53.131942,T,Jednorodzinna,popiół,worek,,,
23.127204,53.131942,T,Jednorodzinna,szkło,worek,,,
23.127204,53.131942,T,Jednorodzinna,zielone,worek,,,
23.127204,53.131942,T,Jednorodzinna,zmieszane,120,18014398708607903,4000000BDE6B9F,4000000BDE6B9F
23.127631,53.131662,T,Jednorodzinna,SUCHE,worek,,,
23.127631,53.131662,T,Jednorodzinna,gabaryty,kontener,,,
23.127631,53.131662,T,Jednorodzinna,popiół,worek,,,
23.127631,53.131662,T,Jednorodzinna,szkło,worek,,,
23.127631,53.131662,T,Jednorodzinna,zielone,worek,,,
23.127631,53.131662,T,Jednorodzinna,zmieszane,120,18014398708579278,4000000BDDFBCE,4000000BDDFBCE
23.127818,53.1316,T,Jednorodzinna,SUCHE,worek,,,
23.127818,53.1316,T,Jednorodzinna,gabaryty,kontener,,,
23.127818,53.1316,T,Jednorodzinna,popiół,worek,,,
23.127818,53.1316,T,Jednorodzinna,szkło,worek,,,
23.127818,53.1316,T,Jednorodzinna,zielone,worek,,,
23.127818,53.1316,T,Jednorodzinna,zmieszane,120,18014398708599041,4000000BDE4901,4000000BDE4901
23.127818,53.1316,T,Jednorodzinna,SUCHE,worek,,,
23.127818,53.1316,T,Jednorodzinna,gabaryty,kontener,,,
23.127818,53.1316,T,Jednorodzinna,popiół,worek,,,
23.127818,53.1316,T,Jednorodzinna,szkło,worek,,,
23.127818,53.1316,T,Jednorodzinna,zielone,worek,,,
23.127818,53.1316,T,Jednorodzinna,zmieszane,120,18014398708579065,4000000BDDFAF9,4000000BDDFAF9
23.127458,53.131818,T,Jednorodzinna,SUCHE,worek,,,
23.127458,53.131818,T,Jednorodzinna,gabaryty,kontener,,,
23.127458,53.131818,T,Jednorodzinna,popiół,worek,,,
23.127458,53.131818,T,Jednorodzinna,szkło,worek,,,
23.127458,53.131818,T,Jednorodzinna,zielone,worek,,,
23.127458,53.131818,T,Jednorodzinna,zmieszane,120,18014398708574200,4000000BDDE7F8,4000000BDDE7F8
23.130747,53.135693,T,Jednorodzinna,SUCHE,worek,,,
23.130747,53.135693,T,Jednorodzinna,gabaryty,kontener,,,
23.130747,53.135693,T,Jednorodzinna,popiół,worek,,,
23.130747,53.135693,T,Jednorodzinna,szkło,worek,,,
23.130747,53.135693,T,Jednorodzinna,zielone,worek,,,
23.130747,53.135693,T,Jednorodzinna,zmieszane,120,18014398708575057,4000000BDDEB51,4000000BDDEB51
23.130533,53.135702,T,Jednorodzinna,SUCHE,worek,,,
23.130533,53.135702,T,Jednorodzinna,gabaryty,kontener,,,
23.130533,53.135702,T,Jednorodzinna,popiół,worek,,,
23.130533,53.135702,T,Jednorodzinna,szkło,worek,,,
23.130533,53.135702,T,Jednorodzinna,zielone,worek,,,
23.130533,53.135702,T,Jednorodzinna,zmieszane,120,18014398708602334,4000000BDE55DE,4000000BDE55DE
23.130022,53.135809,T,Jednorodzinna,SUCHE,worek,,,
23.130022,53.135809,T,Jednorodzinna,gabaryty,kontener,,,
23.130022,53.135809,T,Jednorodzinna,popiół,worek,,,
23.130022,53.135809,T,Jednorodzinna,szkło,worek,,,
23.130022,53.135809,T,Jednorodzinna,zielone,worek,,,
23.130022,53.135809,T,Jednorodzinna,zmieszane,120,18014398708606789,4000000BDE6745,4000000BDE6745
23.130022,53.13576,T,Jednorodzinna,SUCHE,worek,,,
23.130022,53.13576,T,Jednorodzinna,gabaryty,kontener,,,
23.130022,53.13576,T,Jednorodzinna,popiół,worek,,,
23.130022,53.13576,T,Jednorodzinna,szkło,worek,,,
23.130022,53.13576,T,Jednorodzinna,zielone,worek,,,
23.130022,53.13576,T,Jednorodzinna,zmieszane,240,18014398708576606,4000000BDDF15E,4000000BDDF15E
23.129182,53.132182,T,Jednorodzinna,SUCHE,worek,,,
23.129182,53.132182,T,Jednorodzinna,gabaryty,kontener,,,
23.129182,53.132182,T,Jednorodzinna,popiół,worek,,,
23.129182,53.132182,T,Jednorodzinna,szkło,worek,,,
23.129182,53.132182,T,Jednorodzinna,zielone,worek,,,
23.129182,53.132182,T,Jednorodzinna,zmieszane,120,18014398708574888,4000000BDDEAA8,4000000BDDEAA8
23.076893,53.124276,T,Jednorodzinna,SUCHE,worek,,,
23.076893,53.124276,T,Jednorodzinna,gabaryty,kontener,,,
23.076893,53.124276,T,Jednorodzinna,popiół,worek,,,
23.076893,53.124276,T,Jednorodzinna,szkło,worek,,,
23.076893,53.124276,T,Jednorodzinna,zielone,worek,,,
23.076893,53.124276,T,Jednorodzinna,zmieszane,120,18014398708518581,4000000BDD0EB5,4000000BDD0EB5
23.076604,53.124844,T,Jednorodzinna,SUCHE,worek,,,
23.076604,53.124844,T,Jednorodzinna,gabaryty,kontener,,,
23.076604,53.124844,T,Jednorodzinna,popiół,worek,,,
23.076604,53.124844,T,Jednorodzinna,szkło,worek,,,
23.076604,53.124844,T,Jednorodzinna,zielone,worek,,,
23.076604,53.124844,T,Jednorodzinna,zmieszane,240,18014398708518435,4000000BDD0E23,4000000BDD0E23
23.076102,53.124507,T,Jednorodzinna,SUCHE,worek,,,
23.076102,53.124507,T,Jednorodzinna,gabaryty,kontener,,,
23.076102,53.124507,T,Jednorodzinna,popiół,worek,,,
23.076102,53.124507,T,Jednorodzinna,szkło,worek,,,
23.076102,53.124507,T,Jednorodzinna,zielone,worek,,,
23.076102,53.124507,T,Jednorodzinna,zmieszane,120,18014398708544754,4000000BDD74F2,4000000BDD74F2
23.076218,53.124582,T,Jednorodzinna,SUCHE,worek,,,
23.076218,53.124582,T,Jednorodzinna,gabaryty,kontener,,,
23.076218,53.124582,T,Jednorodzinna,popiół,worek,,,
23.076218,53.124582,T,Jednorodzinna,szkło,worek,,,
23.076218,53.124582,T,Jednorodzinna,zielone,worek,,,
23.076218,53.124582,T,Jednorodzinna,zmieszane,120,18014398708517125,4000000BDD0905,4000000BDD0905
23.075938,53.12448,T,Jednorodzinna,SUCHE,worek,,,
23.075938,53.12448,T,Jednorodzinna,gabaryty,kontener,,,
23.075938,53.12448,T,Jednorodzinna,popiół,worek,,,
23.075938,53.12448,T,Jednorodzinna,szkło,worek,,,
23.075938,53.12448,T,Jednorodzinna,zielone,worek,,,
23.075938,53.12448,T,Jednorodzinna,zmieszane,120,18014398708517193,4000000BDD0949,4000000BDD0949
23.075964,53.124529,T,Jednorodzinna,SUCHE,worek,,,
23.075964,53.124529,T,Jednorodzinna,gabaryty,kontener,,,
23.075964,53.124529,T,Jednorodzinna,popiół,worek,,,
23.075964,53.124529,T,Jednorodzinna,szkło,worek,,,
23.075964,53.124529,T,Jednorodzinna,zielone,worek,,,
23.075964,53.124529,T,Jednorodzinna,zmieszane,120,18014398708548127,4000000BDD821F,4000000BDD821F
23.075587,53.124404,T,Jednorodzinna,SUCHE,worek,,,
