Lp.,KWIT NR,DATA 1 WAŻENIA,DATA 2 WAŻENIA,POJAZD/ WAGON,KONTRAHENT,PRODUKT,POCHODZENIE,"WAŻENIE 1(BRUTTO)","WAŻENIE 2(TARA)",TYP WAŻENIA,NETTO
5478,10055/2017,2017-06-12 12:23:27,2017-06-12 12:31:28,267,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"23,16","14,94",PZ,8.22
5479,10056/2017,2017-06-12 12:25:09,2017-06-12 12:30:59,077,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"24,98","15,66",PZ,9.32
5480,10057/2017,2017-06-12 12:25:44,2017-06-12 12:32:02,277,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"23,32","15,7",PZ,7.62
5481,10059/2017,2017-06-12 12:30:00,2017-06-12 12:36:07,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"24,7","15,78",PZ,8.92
5482,10061/2017,2017-06-12 12:41:47,2017-06-12 12:47:34,067,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"21,94","15,26",PZ,6.68
5483,10062/2017,2017-06-12 12:44:48,2017-06-12 12:52:38,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"14,96","12,54",PZ,2.42
5484,10063/2017,2017-06-12 12:49:53,2017-06-12 12:56:44,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"18,32","15,06",PZ,3.26
5485,10064/2017,2017-06-12 12:55:14,2017-06-12 13:01:41,03,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"25,88","13,9",PZ,11.98
5486,10065/2017,2017-06-12 13:09:40,2017-06-12 13:15:41,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"25,2","18,22",PZ,6.98
5487,10066/2017,2017-06-12 13:11:58,2017-06-12 13:28:52,WOS 42555,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"38,96","15,78",PZ,23.18
5488,10067/2017,2017-06-12 13:12:57,2017-06-12 13:19:37,1006,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"18,68","15,22",PZ,3.46
5489,10069/2017,2017-06-12 13:14:44,2017-06-12 13:20:54,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"20,16","15,74",PZ,4.42
5490,10070/2017,2017-06-12 13:21:44,2017-06-12 13:30:31,227,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"18,14","14,56",PZ,3.58
5491,10071/2017,2017-06-12 13:31:24,2017-06-12 13:37:41,09,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"14,74","12,24",PZ,2.5
5492,10072/2017,2017-06-12 13:32:39,2017-06-12 13:47:05,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"25,16","13,82",PZ,11.34
5493,10073/2017,2017-06-12 13:33:40,2017-06-12 13:53:41,02,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"8,36","7,12",PZ,1.24
5494,10074/2017,2017-06-12 13:46:00,2017-06-12 14:02:00,NEL 05334,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Gródek),20 03 01,GRÓDEK,"16,14","12,36",PZ,3.78
5495,10075/2017,2017-06-12 13:49:09,2017-06-12 14:03:12,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"29,64","16,14",PZ,13.5
5496,10076/2017,2017-06-12 13:52:43,2017-06-12 14:11:46,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"17,4","12,22",PZ,5.18
5497,10078/2017,2017-06-12 14:06:48,2017-06-12 14:21:07,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"28,78","14,06",PZ,14.72
5498,10080/2017,2017-06-12 14:31:27,2017-06-12 14:36:40,04,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"18,48","13,96",PZ,4.52
5499,10083/2017,2017-06-12 14:46:58,2017-06-12 14:51:18,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,78","7,56",PZ,0.22
5500,10084/2017,2017-06-12 14:52:08,2017-06-12 14:59:21,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,88","16,72",PZ,9.16
5501,10085/2017,2017-06-12 15:13:11,2017-06-12 15:20:34,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"25,6","15,76",PZ,9.84
5502,10090/2017,2017-06-12 15:56:22,2017-06-12 16:01:12,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"19,18","16,12",PZ,3.06
5503,10092/2017,2017-06-12 16:25:33,2017-06-12 16:33:32,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"27,88","14,04",PZ,13.84
5504,10094/2017,2017-06-12 17:18:26,2017-06-12 17:29:39,BIA 31225,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"24,28","13,52",PZ,10.76
5505,10095/2017,2017-06-12 17:19:42,2017-06-12 17:28:32,09,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"19,14","12,42",PZ,6.72
5506,10096/2017,2017-06-12 18:23:36,2017-06-12 18:43:00,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"38,98","16,02",PZ,22.96
5507,10097/2017,2017-06-12 18:57:18,2017-06-12 19:04:30,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"21,12","12,26",PZ,8.86
5508,10098/2017,2017-06-12 19:01:13,2017-06-12 19:24:29,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"39,22",15,PZ,24.22
5509,10099/2017,2017-06-12 19:02:30,2017-06-12 19:10:39,1006,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"18,68","15,26",PZ,3.42
5510,10100/2017,2017-06-12 19:08:13,2017-06-12 19:14:15,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,36","15,12",PZ,10.24
5511,10101/2017,2017-06-12 20:01:17,2017-06-12 20:06:39,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"14,2","12,24",PZ,1.96
5512,10102/2017,2017-06-12 20:32:53,2017-06-12 20:41:53,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"19,2","15,7",PZ,3.5
5513,10118/2017,2017-06-13 06:05:26,2017-06-13 06:21:58,BI 4792J,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o,19 12 12,ZAMBRÓW,"36,3","16,56",PZ,19.74
5514,10121/2017,2017-06-13 06:09:11,2017-06-13 06:21:29,BI 6247H,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o,19 12 12,ZAMBRÓW,"35,4","15,74",PZ,19.66
5515,10132/2017,2017-06-13 06:42:51,2017-06-13 06:47:12,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,42","7,52",PZ,0.9
5516,10137/2017,2017-06-13 06:58:31,2017-06-13 07:05:19,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"26,18","14,04",PZ,12.14
5517,10140/2017,2017-06-13 07:17:08,2017-06-13 07:33:22,BI 6247H,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"37,24","15,74",PZ,21.5
5518,10142/2017,2017-06-13 07:37:27,2017-06-13 07:52:14,BI 4792J,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"38,4","16,56",PZ,21.84
5519,10143/2017,2017-06-13 08:31:36,2017-06-13 08:35:36,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,3","6,58",PZ,0.72
5520,10144/2017,2017-06-13 08:44:43,2017-06-13 09:04:35,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"38,68","14,96",PZ,23.72
5521,10145/2017,2017-06-13 09:16:06,2017-06-13 09:20:22,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,52","6,7",PZ,0.82
5522,10147/2017,2017-06-13 09:21:14,2017-06-13 09:27:51,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"23,32","14,02",PZ,9.3
5523,10149/2017,2017-06-13 09:49:46,2017-06-13 09:54:10,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,7,"6,7",PZ,0.3
5524,10150/2017,2017-06-13 10:24:39,2017-06-13 10:34:06,579,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"24,94","18,94",PZ,6
5525,10152/2017,2017-06-13 11:28:49,2017-06-13 11:36:24,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,84","14,02",PZ,8.82
5526,10153/2017,2017-06-13 11:34:36,2017-06-13 11:42:49,227,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"25,92","14,72",PZ,11.2
5527,10155/2017,2017-06-13 11:41:32,2017-06-13 11:56:36,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"38,46","15,94",PZ,22.52
5528,10156/2017,2017-06-13 11:54:29,2017-06-13 11:59:37,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"25,48","15,7",PZ,9.78
5529,10157/2017,2017-06-13 12:12:38,2017-06-13 12:16:35,104,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,"19,26","13,74",PZ,5.52
5530,10163/2017,2017-06-13 12:23:13,2017-06-13 12:29:06,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"18,28","12,48",PZ,5.8
5531,10169/2017,2017-06-13 13:04:11,2017-06-13 13:09:51,1006,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"21,78","15,28",PZ,6.5
5532,10171/2017,2017-06-13 13:07:22,2017-06-13 13:20:36,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"26,26","15,72",PZ,10.54
5533,10172/2017,2017-06-13 13:09:00,2017-06-13 13:15:14,676,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"17,92","13,66",PZ,4.26
5534,10173/2017,2017-06-13 13:18:46,2017-06-13 13:25:54,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"25,08","13,76",PZ,11.32
5535,10174/2017,2017-06-13 13:37:58,2017-06-13 13:42:25,999,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"4,22","3,56",PZ,0.66
5536,10175/2017,2017-06-13 13:41:31,2017-06-13 13:49:01,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"26,06","18,1",PZ,7.96
5537,10176/2017,2017-06-13 13:44:13,2017-06-13 13:50:28,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,46","8,82",PZ,0.64
5538,10178/2017,2017-06-13 14:14:33,2017-06-13 14:20:02,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,92","7,58",PZ,0.34
5539,10179/2017,2017-06-13 14:32:31,2017-06-13 14:38:49,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"23,8","14,02",PZ,9.78
5540,10181/2017,2017-06-13 16:30:32,2017-06-13 16:37:13,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"24,58","13,98",PZ,10.6
5541,10183/2017,2017-06-13 17:30:27,2017-06-13 17:37:32,758,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"22,54","16,26",PZ,6.28
5542,10184/2017,2017-06-13 18:27:24,2017-06-13 18:44:41,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"40,92","15,84",PZ,25.08
5543,10185/2017,2017-06-13 18:32:54,2017-06-13 18:38:56,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"16,12","12,06",PZ,4.06
5544,10186/2017,2017-06-13 18:41:18,2017-06-13 18:47:13,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"23,72","15,12",PZ,8.6
5545,10187/2017,2017-06-13 19:21:11,2017-06-13 19:38:27,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,33,"15,2",PZ,17.8
5546,10188/2017,2017-06-13 19:46:53,2017-06-13 19:54:28,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"23,66","15,7",PZ,7.96
5547,10189/2017,2017-06-13 20:40:44,2017-06-13 20:49:27,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"21,2","14,38",PZ,6.82
5548,10195/2017,2017-06-14 05:23:46,2017-06-14 05:28:41,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,12","6,7",PZ,0.42
5549,10200/2017,2017-06-14 05:57:42,2017-06-14 06:10:06,BI 4792J,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"34,62","16,9",PZ,17.72
5550,10212/2017,2017-06-14 06:28:33,2017-06-14 06:32:42,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,74","6,36",PZ,0.38
5551,10215/2017,2017-06-14 06:34:26,2017-06-14 06:38:51,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,52","7,58",PZ,0.94
5552,10219/2017,2017-06-14 06:57:21,2017-06-14 07:03:54,759,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"4,2","3,78",PZ,0.42
5553,10220/2017,2017-06-14 06:59:07,2017-06-14 07:04:41,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,58","6,38",PZ,0.2
5554,10221/2017,2017-06-14 06:59:44,2017-06-14 07:07:28,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"24,52","13,98",PZ,10.54
5555,10223/2017,2017-06-14 07:12:10,2017-06-14 07:17:06,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,88","7,62",PZ,0.26
5556,10224/2017,2017-06-14 07:32:57,2017-06-14 07:38:38,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,76","6,66",PZ,1.1
5557,10225/2017,2017-06-14 08:05:52,2017-06-14 08:12:05,905,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"7,5","6,42",PZ,1.08
5558,10226/2017,2017-06-14 08:19:55,2017-06-14 08:26:37,077,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,25,"15,82",PZ,9.18
5559,10227/2017,2017-06-14 08:28:22,2017-06-14 08:32:32,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,12","6,64",PZ,0.48
5560,10229/2017,2017-06-14 08:35:56,2017-06-14 08:41:23,905,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"7,56","6,54",PZ,1.02
5561,10230/2017,2017-06-14 08:42:57,2017-06-14 08:48:23,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,94","6,36",PZ,0.58
5562,10231/2017,2017-06-14 08:50:54,2017-06-14 08:56:00,007,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"23,54","15,24",PZ,8.3
5563,10232/2017,2017-06-14 08:52:25,2017-06-14 08:58:02,267,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"22,3","14,96",PZ,7.34
5564,10233/2017,2017-06-14 09:06:42,2017-06-14 09:13:12,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"33,3","13,98",PZ,19.32
5565,10234/2017,2017-06-14 09:08:39,2017-06-14 09:28:32,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"34,46","15,16",PZ,19.3
5566,10236/2017,2017-06-14 09:22:05,2017-06-14 09:30:15,277,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"24,42","15,78",PZ,8.64
5567,10237/2017,2017-06-14 10:13:15,2017-06-14 10:19:10,067,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"22,06","15,2",PZ,6.86
5568,10238/2017,2017-06-14 10:18:15,2017-06-14 10:23:03,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"20,92","12,66",PZ,8.26
5569,10239/2017,2017-06-14 10:50:06,2017-06-14 10:54:29,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"25,5","15,72",PZ,9.78
5570,10240/2017,2017-06-14 10:55:26,2017-06-14 11:00:42,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"24,28","15,08",PZ,9.2
5571,10242/2017,2017-06-14 11:05:05,2017-06-14 11:10:49,BIA 31225,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"30,7","13,6",PZ,17.1
5572,10243/2017,2017-06-14 11:11:15,2017-06-14 11:16:52,104,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,"17,84","13,66",PZ,4.18
5573,10244/2017,2017-06-14 11:11:46,2017-06-14 11:19:02,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"30,9","13,96",PZ,16.94
5574,10246/2017,2017-06-14 12:09:14,2017-06-14 12:14:53,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"25,48","15,72",PZ,9.76
5575,10247/2017,2017-06-14 12:31:20,2017-06-14 12:39:17,227,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"22,92","14,64",PZ,8.28
5576,10248/2017,2017-06-14 12:31:47,2017-06-14 12:38:13,09,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"22,14","12,46",PZ,9.68
5577,10249/2017,2017-06-14 12:39:49,2017-06-14 12:45:02,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"7,52","6,26",PZ,1.26
5578,10251/2017,2017-06-14 12:46:22,2017-06-14 12:58:27,BI 4792J,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o,19 12 12,ZAMBRÓW,"34,18","16,82",PZ,17.36
5579,10252/2017,2017-06-14 12:55:05,2017-06-14 13:11:46,BHA 23UC,Przedsiębiorstwo Usług Komunalnych Sp. z o.o,19 12 12,HAJNÓWKA,"30,98","15,4",PZ,15.58
5580,10253/2017,2017-06-14 12:57:10,2017-06-14 13:08:44,257,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"21,2","14,16",PZ,7.04
5581,10254/2017,2017-06-14 12:58:01,2017-06-14 13:05:47,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"26,1","18,18",PZ,7.92
5582,10258/2017,2017-06-14 13:32:30,2017-06-14 13:40:20,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"32,9","13,94",PZ,18.96
5583,10259/2017,2017-06-14 13:36:39,2017-06-14 13:46:21,NO 6021N,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Gródek),20 03 01,GRÓDEK,"22,42","12,2",PZ,10.22
5584,10260/2017,2017-06-14 13:38:08,2017-06-14 13:49:18,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"22,26","14,4",PZ,7.86
5585,10261/2017,2017-06-14 13:41:55,2017-06-14 13:50:11,1006,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"19,8","15,06",PZ,4.74
5586,10262/2017,2017-06-14 13:42:28,2017-06-14 13:52:54,BI 8893U,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"15,38","10,66",PZ,4.72
5587,10264/2017,2017-06-14 13:56:32,2017-06-14 14:02:18,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"24,76","13,8",PZ,10.96
5588,10265/2017,2017-06-14 13:58:18,2017-06-14 14:11:56,BI 6247H,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o,19 12 12,ZAMBRÓW,"34,24","16,18",PZ,18.06
5589,10266/2017,2017-06-14 14:11:18,2017-06-14 14:27:37,BI 4792J,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"34,18","16,8",PZ,17.38
5590,10267/2017,2017-06-14 14:20:10,2017-06-14 14:41:10,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"37,48","15,1",PZ,22.38
5591,10268/2017,2017-06-14 14:32:41,2017-06-14 14:38:15,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"24,7","16,7",PZ,8
5592,10270/2017,2017-06-14 15:14:17,2017-06-14 15:28:20,BI 6247H,MPO Sp. z o.o.,19 12 10,BIAŁYSTOK,"33,28","16,16",PZ,17.12
5593,10271/2017,2017-06-14 15:17:02,2017-06-14 15:23:29,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"21,54","15,66",PZ,5.88
5594,10272/2017,2017-06-14 15:55:43,2017-06-14 16:02:15,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"27,54","13,94",PZ,13.6
5595,10274/2017,2017-06-14 16:43:01,2017-06-14 16:50:18,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"22,52","16,08",PZ,6.44
5596,10275/2017,2017-06-14 17:23:04,2017-06-14 17:31:09,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"21,04","15,1",PZ,5.94
